id_persona	forma	clip	occurrence	local_start_s	local_end_s	absolute_start_s	absolute_end_s	prob_min	text	centre_rel_s	f0_hz	f1_hz	f2_hz	f3_hz	estat
pa-003	crec	clips/pa-003__crec__0.00.wav	1	1.390	1.490	1.390	1.490	0.9968	crec	1.440	203.85	483.09	2739.86	3491.71	tokenització small; no és consens de dos models; pendent d'audició
pa-010	crec	clips/pa-010__crec__1033.25.wav	1	0.390	0.760	1033.640	1034.010	0.8283	crec	0.575	96.12	301.65	931.41	3176.72	tokenització small; no és consens de dos models; pendent d'audició
pa-014	crec	clips/pa-014__crec__153.25.wav	1	0.310	0.720	153.560	153.970	0.9940	crec	0.515		1334.01	2031.63	3393.21	tokenització small; no és consens de dos models; pendent d'audició
pa-016	crec	clips/pa-016__crec__93.17.wav	1	5.960	6.240	99.130	99.410	0.2252	Crec	6.100		1231.85	2052.59	3040.50	tokenització small; no és consens de dos models; pendent d'audició
pa-018	crec	clips/pa-018__crec__7.49.wav	1	1.060	1.450	8.550	8.940	0.9969	crec	1.255	132.11	280.86	1944.35	2432.62	tokenització small; no és consens de dos models; pendent d'audició
pa-019	crec	clips/pa-019__crec__27.25.wav	1	1.270	1.570	28.520	28.820	0.9925	crec	1.420	71.90	592.68	1227.67	2307.88	tokenització small; no és consens de dos models; pendent d'audició
pa-021	crec	clips/pa-021__crec__115.53.wav	1	0.800	1.060	116.330	116.590	0.9550	crec	0.930	124.35	527.62	2056.23	3683.17	tokenització small; no és consens de dos models; pendent d'audició
pa-022	crec	clips/pa-022__crec__243.73.wav	1	0.210	0.360	243.940	244.090	0.9941	crec	0.285		1615.47	2579.88	4077.49	tokenització small; no és consens de dos models; pendent d'audició
pa-024	crec	clips/pa-024__crec__368.01.wav	1	2.710	2.740	370.720	370.750	0.9944	crec	2.725		713.59	1973.17	2469.58	tokenització small; no és consens de dos models; pendent d'audició
pa-025	crec	clips/pa-025__crec__4.25.wav	1	0.800	0.900	5.050	5.150	0.9899	crec	0.850	139.87	296.47	1764.92	2829.07	tokenització small; no és consens de dos models; pendent d'audició
pa-027	crec	clips/pa-027__crec__8.81.wav	1	1.900	2.020	10.710	10.830	0.9514	crec	1.960		792.65	2476.69	3689.17	tokenització small; no és consens de dos models; pendent d'audició
pa-030	crec	clips/pa-030__crec__346.45.wav	1	1.730	2.060	348.180	348.510	0.9742	crec	1.895		1060.38	2250.43	3446.05	tokenització small; no és consens de dos models; pendent d'audició
pa-031	crec	clips/pa-031__crec__87.01.wav	1	2.720	3.570	89.730	90.580	0.9956	crec	3.145		1238.68	1994.62	3171.76	tokenització small; no és consens de dos models; pendent d'audició
pa-034	crec	clips/pa-034__crec__651.65.wav	1	2.540	2.640	654.190	654.290	0.6687	crec	2.590	179.16	513.58	2068.09	2931.69	tokenització small; no és consens de dos models; pendent d'audició
pa-035	crec	clips/pa-035__crec__872.77.wav	1	0.660	0.730	873.430	873.500	0.9666	crec	0.695	174.25	221.86	1231.96	2633.52	tokenització small; no és consens de dos models; pendent d'audició
pa-037	crec	clips/pa-037__crec__424.61.wav	1	11.520	11.760	436.130	436.370	0.3842	crec	11.640	101.33	755.61	2042.83	3017.81	tokenització small; no és consens de dos models; pendent d'audició
pa-038	crec	clips/pa-038__crec__220.69.wav	1	1.010	1.590	221.700	222.280	0.9981	crec	1.300	197.49	613.07	2476.79	3117.34	tokenització small; no és consens de dos models; pendent d'audició
pa-039	crec	clips/pa-039__crec__90.85.wav	1	1.640	1.950	92.490	92.800	0.9907	crec	1.795	134.84	354.92	1576.19	2547.10	tokenització small; no és consens de dos models; pendent d'audició
pa-040	crec	clips/pa-040__crec__4.37.wav	1	0.180	0.530	4.550	4.900	0.9886	crec	0.355		1069.80	2117.13	3343.08	tokenització small; no és consens de dos models; pendent d'audició
pa-041	crec	clips/pa-041__crec__56.25.wav	1	1.310	1.810	57.560	58.060	0.9905	crec	1.560	189.25	770.52	1433.03	2592.38	tokenització small; no és consens de dos models; pendent d'audició
pa-043	crec	clips/pa-043__crec__102.25.wav	1	5.100	5.190	107.350	107.440	0.9942	crec	5.145	113.88	756.89	1764.73	2507.09	tokenització small; no és consens de dos models; pendent d'audició
pa-048	crec	clips/pa-048__crec__110.97.wav	1	2.580	3.120	113.550	114.090	0.9866	crec	2.850	174.16	498.93	1479.69	2856.93	tokenització small; no és consens de dos models; pendent d'audició
pa-049	crec	clips/pa-049__crec__371.85.wav	1	3.020	3.380	374.870	375.230	0.9717	crec	3.200	132.10	344.98	2109.70	3272.87	tokenització small; no és consens de dos models; pendent d'audició
pa-051	crec	clips/pa-051__crec__208.57.wav	1	0.140	0.420	208.710	208.990	0.9924	crec	0.280	109.97	498.20	1680.84	2647.95	tokenització small; no és consens de dos models; pendent d'audició
pa-056	crec	clips/pa-056__crec__347.05.wav	1	1.270	1.780	348.320	348.830	0.9856	crec	1.525		577.22	1608.82	2535.89	tokenització small; no és consens de dos models; pendent d'audició
pa-060	crec	clips/pa-060__crec__42.05.wav	1	6.130	6.320	48.180	48.370	0.6236	crec	6.225	151.81	523.18	1182.39	2284.08	tokenització small; no és consens de dos models; pendent d'audició
pa-061	crec	clips/pa-061__crec__428.85.wav	1	1.940	2.000	430.790	430.850	0.9809	crec	1.970	151.30	699.65	1719.22	2464.46	tokenització small; no és consens de dos models; pendent d'audició
pa-062	crec	clips/pa-062__crec__1037.89.wav	1	1.040	1.290	1038.930	1039.180	0.9952	crec	1.165		643.61	1391.02	3033.20	tokenització small; no és consens de dos models; pendent d'audició
pa-063	crec	clips/pa-063__crec__758.81.wav	1	2.740	3.000	761.550	761.810	0.9939	crec	2.870		559.72	1633.81	2732.64	tokenització small; no és consens de dos models; pendent d'audició
pa-064	crec	clips/pa-064__crec__1335.77.wav	1	2.300	2.670	1338.070	1338.440	0.9844	crec	2.485		732.28	2105.36	3105.72	tokenització small; no és consens de dos models; pendent d'audició
pa-065	crec	clips/pa-065__crec__1276.85.wav	1	0.830	0.940	1277.680	1277.790	0.6866	crec	0.885	186.15	468.95	1444.69	2520.31	tokenització small; no és consens de dos models; pendent d'audició
pa-066	crec	clips/pa-066__crec__219.63.wav	1	4.560	5.020	224.190	224.650	0.4971	crec	4.790	103.02	552.78	1375.75	2495.31	tokenització small; no és consens de dos models; pendent d'audició
pa-003	bueno	clips/pa-003__bueno__227.05.wav	1	4.370	4.580	231.420	231.630	0.0756	Bueno	4.475	151.19	357.94	2112.49	3460.57	tokenització small; no és consens de dos models; pendent d'audició
pa-019	bueno	clips/pa-019__bueno__328.25.wav	1	0.320	0.600	328.570	328.850	0.1975	bueno	0.460		828.56	1695.17	3099.12	tokenització small; no és consens de dos models; pendent d'audició
pa-021	bueno	clips/pa-021__bueno__12.25.wav	1	1.950	2.400	14.200	14.650	0.6500	bueno	2.175	134.51	607.48	1099.97	2789.96	tokenització small; no és consens de dos models; pendent d'audició
pa-023	bueno	clips/pa-023__bueno__96.81.wav	1	0.000	0.370	96.810	97.180	0.2301	bueno	0.185		998.61	2343.77	2850.31	tokenització small; no és consens de dos models; pendent d'audició
pa-030	bueno	clips/pa-030__bueno__459.05.wav	1	1.100	1.380	460.150	460.430	0.2181	bueno	1.240		758.75	1784.94	2489.82	tokenització small; no és consens de dos models; pendent d'audició
pa-032	bueno	clips/pa-032__bueno__44.73.wav	1	0.270	0.730	45.000	45.460	0.8330	bueno	0.500		761.40	1934.99	2786.85	tokenització small; no és consens de dos models; pendent d'audició
pa-037	bueno	clips/pa-037__bueno__105.29.wav	1	6.650	6.950	111.940	112.240	0.6636	bueno	6.800		755.32	1614.23	2587.05	tokenització small; no és consens de dos models; pendent d'audició
pa-038	bueno	clips/pa-038__bueno__874.61.wav	1	0.110	0.660	874.720	875.270	0.5072	Bueno	0.385	279.20	675.88	1390.84	1987.27	tokenització small; no és consens de dos models; pendent d'audició
pa-041	bueno	clips/pa-041__bueno__165.25.wav	1	1.320	2.420	166.570	167.670	0.2602	bueno	1.870		418.49	1323.55	2497.87	tokenització small; no és consens de dos models; pendent d'audició
pa-043	bueno	clips/pa-043__bueno__0.00.wav	1	0.110	0.270	0.110	0.270	0.2337	Bueno	0.190		796.41	1634.00	2895.33	tokenització small; no és consens de dos models; pendent d'audició
pa-049	bueno	clips/pa-049__bueno__269.05.wav	1	5.560	5.790	274.610	274.840	0.8754	Bueno	5.675	166.81	1035.86	2330.10	3429.25	tokenització small; no és consens de dos models; pendent d'audició
pa-052	bueno	clips/pa-052__bueno__41.97.wav	1	1.710	2.230	43.680	44.200	0.7880	bueno	1.970	205.62	641.05	1755.08	2933.12	tokenització small; no és consens de dos models; pendent d'audició
pa-054	bueno	clips/pa-054__bueno__51.69.wav	1	0.790	0.920	52.480	52.610	0.8263	bueno	0.855	169.47	357.05	2260.92	3340.06	tokenització small; no és consens de dos models; pendent d'audició
pa-059	bueno	clips/pa-059__bueno__166.17.wav	1	0.330	0.430	166.500	166.600	0.0580	Bueno	0.380		1025.86	1874.48	3165.56	tokenització small; no és consens de dos models; pendent d'audició
pa-061	bueno	clips/pa-061__bueno__171.05.wav	1	0.000	0.260	171.050	171.310	0.1212	Bueno	0.130	108.31	683.07	1618.03	3053.80	tokenització small; no és consens de dos models; pendent d'audició
pa-061	bueno	clips/pa-061__bueno__171.05.wav	2	1.240	1.590	172.290	172.640	0.5101	Bueno	1.415		1024.45	1660.59	2556.52	tokenització small; no és consens de dos models; pendent d'audició
pa-062	bueno	clips/pa-062__bueno__297.17.wav	1	1.560	1.910	298.730	299.080	0.6062	Bueno	1.735	140.55	351.39	1285.77	2603.11	tokenització small; no és consens de dos models; pendent d'audició
pa-065	bueno	clips/pa-065__bueno__1389.05.wav	1	1.080	1.420	1390.130	1390.470	0.4485	Bueno	1.250	130.71	757.71	1850.79	2617.91	tokenització small; no és consens de dos models; pendent d'audició
pa-066	bueno	clips/pa-066__bueno__357.23.wav	1	1.470	2.070	358.700	359.300	0.8366	bueno	1.770	97.13	368.86	597.75	2204.49	tokenització small; no és consens de dos models; pendent d'audició
pa-002	clar	clips/pa-002__clar__186.25.wav	1	1.050	1.650	187.300	187.900	0.3371	clar	1.350	85.43	426.22	948.57	2523.99	tokenització small; no és consens de dos models; pendent d'audició
pa-003	clar	clips/pa-003__clar__451.89.wav	1	2.770	3.340	454.660	455.230	0.9938	clar	3.055		567.50	1894.53	3137.06	tokenització small; no és consens de dos models; pendent d'audició
pa-006	clar	clips/pa-006__clar__379.25.wav	1	3.450	3.810	382.700	383.060	0.3707	clar	3.630	111.09	446.72	1035.24	2655.60	tokenització small; no és consens de dos models; pendent d'audició
pa-007	clar	clips/pa-007__clar__344.25.wav	1	0.260	0.610	344.510	344.860	0.4951	clar	0.435		1673.80	1930.57	3170.37	tokenització small; no és consens de dos models; pendent d'audició
pa-008	clar	clips/pa-008__clar__841.25.wav	1	0.160	0.470	841.410	841.720	0.3522	Clar	0.315		1485.68	2760.42	2832.41	tokenització small; no és consens de dos models; pendent d'audició
pa-009	clar	clips/pa-009__clar__99.25.wav	1	3.230	3.520	102.480	102.770	0.9195	clar	3.375		1076.84	1736.28	2729.34	tokenització small; no és consens de dos models; pendent d'audició
pa-010	clar	clips/pa-010__clar__334.85.wav	1	3.280	3.500	338.130	338.350	0.9866	clar	3.390		499.53	1825.84	3431.68	tokenització small; no és consens de dos models; pendent d'audició
pa-014	clar	clips/pa-014__clar__978.45.wav	1	1.660	1.820	980.110	980.270	0.2909	clar	1.740	103.75	502.81	875.33	1856.69	tokenització small; no és consens de dos models; pendent d'audició
pa-016	clar	clips/pa-016__clar__175.69.wav	1	1.640	1.990	177.330	177.680	0.9439	clar	1.815	170.89	484.94	1190.58	2462.03	tokenització small; no és consens de dos models; pendent d'audició
pa-017	clar	clips/pa-017__clar__34.45.wav	1	3.900	4.130	38.350	38.580	0.9757	clar	4.015		877.05	1934.95	3178.95	tokenització small; no és consens de dos models; pendent d'audició
pa-019	clar	clips/pa-019__clar__415.25.wav	1	1.150	1.290	416.400	416.540	0.8680	clar	1.220		921.26	1759.75	2944.08	tokenització small; no és consens de dos models; pendent d'audició
pa-020	clar	clips/pa-020__clar__89.81.wav	1	3.480	3.620	93.290	93.430	0.5345	clar	3.550	136.79	518.68	1068.51	2203.93	tokenització small; no és consens de dos models; pendent d'audició
pa-022	clar	clips/pa-022__clar__107.73.wav	1	1.380	1.580	109.110	109.310	0.9951	clar	1.480	125.72	657.85	1267.06	2548.47	tokenització small; no és consens de dos models; pendent d'audició
pa-024	clar	clips/pa-024__clar__648.09.wav	1	2.440	3.050	650.530	651.140	0.7141	clar	2.745		578.20	1635.90	2634.11	tokenització small; no és consens de dos models; pendent d'audició
pa-025	clar	clips/pa-025__clar__116.09.wav	1	1.530	1.830	117.620	117.920	0.6852	clar	1.680	116.60	605.99	1950.57	2760.06	tokenització small; no és consens de dos models; pendent d'audició
pa-027	clar	clips/pa-027__clar__35.13.wav	1	1.310	1.650	36.440	36.780	0.5283	clar	1.480	124.90	336.99	804.99	2318.31	tokenització small; no és consens de dos models; pendent d'audició
pa-028	clar	clips/pa-028__clar__290.33.wav	1	1.490	1.620	291.820	291.950	0.6888	clar	1.555	108.26	977.42	2103.77	2891.50	tokenització small; no és consens de dos models; pendent d'audició
pa-031	clar	clips/pa-031__clar__154.57.wav	1	2.000	2.000	156.570	156.570	0.4557	clar	2.000	115.78	428.31	994.29	2103.35	tokenització small; no és consens de dos models; pendent d'audició
pa-032	clar	clips/pa-032__clar__155.33.wav	1	2.070	2.760	157.400	158.090	0.5817	clar	2.415		361.05	1984.76	2550.85	tokenització small; no és consens de dos models; pendent d'audició
pa-033	clar	clips/pa-033__clar__54.49.wav	1	2.000	2.340	56.490	56.830	0.4406	clar	2.170	98.66	475.33	1000.61	2464.78	tokenització small; no és consens de dos models; pendent d'audició
pa-036	clar	clips/pa-036__clar__136.45.wav	1	5.090	5.270	141.540	141.720	0.8695	clar	5.180	99.67	605.74	1078.98	2588.69	tokenització small; no és consens de dos models; pendent d'audició
pa-037	clar	clips/pa-037__clar__186.29.wav	1	1.310	1.840	187.600	188.130	0.3643	clar	1.575	105.66	342.89	1639.75	2671.82	tokenització small; no és consens de dos models; pendent d'audició
pa-038	clar	clips/pa-038__clar__96.41.wav	1	3.450	3.810	99.860	100.220	0.6020	clar	3.630		574.27	1927.45	3093.49	tokenització small; no és consens de dos models; pendent d'audició
pa-041	clar	clips/pa-041__clar__0.00.wav	1	3.880	4.480	3.880	4.480	0.3376	clar	4.180	136.06	378.65	1800.74	2486.97	tokenització small; no és consens de dos models; pendent d'audició
pa-045	clar	clips/pa-045__clar__399.85.wav	1	3.680	4.020	403.530	403.870	0.9012	clar	3.850		579.70	1314.42	2642.67	tokenització small; no és consens de dos models; pendent d'audició
pa-045	clar	clips/pa-045__clar__399.85.wav	2	5.020	5.200	404.870	405.050	0.9997	clar	5.110		518.06	1312.80	2463.93	tokenització small; no és consens de dos models; pendent d'audició
pa-049	clar	clips/pa-049__clar__382.01.wav	1	1.080	1.330	383.090	383.340	0.6076	Clar	1.205	207.40	607.86	1644.83	2662.67	tokenització small; no és consens de dos models; pendent d'audició
pa-052	clar	clips/pa-052__clar__59.97.wav	1	2.370	2.530	62.340	62.500	0.4297	clar	2.450	189.96	714.50	1370.64	2815.71	tokenització small; no és consens de dos models; pendent d'audició
pa-056	clar	clips/pa-056__clar__62.45.wav	1	1.270	1.740	63.720	64.190	0.9842	clar	1.505	219.88	456.51	1260.10	2022.72	tokenització small; no és consens de dos models; pendent d'audició
pa-059	clar	clips/pa-059__clar__36.61.wav	1	1.850	2.050	38.460	38.660	0.9810	clar	1.950		681.47	2162.30	2995.95	tokenització small; no és consens de dos models; pendent d'audició
pa-063	clar	clips/pa-063__clar__392.49.wav	1	0.360	0.630	392.850	393.120	0.6773	clar	0.495	138.49	654.88	2014.55	2384.39	tokenització small; no és consens de dos models; pendent d'audició
pa-064	clar	clips/pa-064__clar__109.97.wav	1	0.370	1.870	110.340	111.840	0.0737	clar	1.120		1172.10	2565.91	3675.30	tokenització small; no és consens de dos models; pendent d'audició
pa-065	clar	clips/pa-065__clar__221.29.wav	1	1.590	2.000	222.880	223.290	0.9627	clar	1.795		1133.99	1569.61	2495.53	tokenització small; no és consens de dos models; pendent d'audició
pa-004	vull dir	clips/pa-004__vull-dir__143.45.wav	1	1.710	2.230	145.160	145.680	0.5771	vull dir	1.970	149.75	306.20	1586.63	2953.89	tokenització small; no és consens de dos models; pendent d'audició
pa-014	vull dir	clips/pa-014__vull-dir__19.65.wav	1	4.160	4.610	23.810	24.260	0.7609	vull dir	4.385	131.55	259.83	1617.50	2353.06	tokenització small; no és consens de dos models; pendent d'audició
pa-016	vull dir	clips/pa-016__vull-dir__322.53.wav	1	2.990	3.120	325.520	325.650	0.4016	vull dir	3.055	142.08	445.28	2244.61	2620.75	tokenització small; no és consens de dos models; pendent d'audició
pa-017	vull dir	clips/pa-017__vull-dir__272.25.wav	1	0.000	0.750	272.250	273.000	0.6073	Vull dir	0.375	149.50	331.18	1820.17	2635.01	tokenització small; no és consens de dos models; pendent d'audició
pa-021	vull dir	clips/pa-021__vull-dir__314.29.wav	1	3.710	4.840	318.000	319.130	0.7440	vull dir	4.275	134.88	453.62	902.78	3100.86	tokenització small; no és consens de dos models; pendent d'audició
pa-022	vull dir	clips/pa-022__vull-dir__308.17.wav	1	0.990	2.000	309.160	310.170	0.0749	vull dir	1.495	203.71	229.43	1424.61	2337.82	tokenització small; no és consens de dos models; pendent d'audició
pa-023	vull dir	clips/pa-023__vull-dir__22.05.wav	1	0.000	0.460	22.050	22.510	0.1096	Vull dir	0.230	118.36	495.60	2199.35	2730.33	tokenització small; no és consens de dos models; pendent d'audició
pa-026	vull dir	clips/pa-026__vull-dir__311.77.wav	1	2.000	2.070	313.770	313.840	0.5121	vull dir	2.035	91.24	442.73	2229.24	3548.51	tokenització small; no és consens de dos models; pendent d'audició
pa-030	vull dir	clips/pa-030__vull-dir__842.69.wav	1	0.680	1.660	843.370	844.350	0.9049	vull dir	1.170		793.66	1681.36	2628.64	tokenització small; no és consens de dos models; pendent d'audició
pa-032	vull dir	clips/pa-032__vull-dir__389.29.wav	1	1.510	1.880	390.800	391.170	0.1701	vull dir	1.695	115.76	262.04	1426.88	2456.48	tokenització small; no és consens de dos models; pendent d'audició
pa-033	vull dir	clips/pa-033__vull-dir__56.25.wav	1	0.610	0.890	56.860	57.140	0.8126	vull dir	0.750		726.37	1226.06	2100.01	tokenització small; no és consens de dos models; pendent d'audició
pa-036	vull dir	clips/pa-036__vull-dir__632.25.wav	1	0.000	0.550	632.250	632.800	0.0457	Vull dir	0.275	137.18	400.28	1574.04	2518.38	tokenització small; no és consens de dos models; pendent d'audició
pa-037	vull dir	clips/pa-037__vull-dir__414.01.wav	1	0.000	0.690	414.010	414.700	0.2914	Vull dir	0.345		876.48	1783.51	2868.56	tokenització small; no és consens de dos models; pendent d'audició
pa-038	vull dir	clips/pa-038__vull-dir__1576.57.wav	1	4.180	4.640	1580.750	1581.210	0.9837	vull dir	4.410	178.78	434.84	1598.88	2343.74	tokenització small; no és consens de dos models; pendent d'audició
pa-041	vull dir	clips/pa-041__vull-dir__264.25.wav	1	1.210	2.000	265.460	266.250	0.9947	vull dir	1.605		320.02	1654.50	2599.84	tokenització small; no és consens de dos models; pendent d'audició
pa-048	vull dir	clips/pa-048__vull-dir__993.69.wav	1	0.000	0.730	993.690	994.420	0.0263	Vull dir	0.365	135.50	674.93	1136.90	3060.93	tokenització small; no és consens de dos models; pendent d'audició
pa-048	vull dir	clips/pa-048__vull-dir__993.69.wav	2	3.150	4.160	996.840	997.850	0.4736	vull dir	3.655	192.64	198.64	1096.07	2783.42	tokenització small; no és consens de dos models; pendent d'audició
pa-049	vull dir	clips/pa-049__vull-dir__208.09.wav	1	5.360	5.660	213.450	213.750	0.3766	vull dir	5.510	103.38	413.69	1364.39	2170.71	tokenització small; no és consens de dos models; pendent d'audició
pa-055	vull dir	clips/pa-055__vull-dir__311.73.wav	1	2.010	2.080	313.740	313.810	0.4485	vull dir	2.045	90.30	505.52	2440.47	3562.40	tokenització small; no és consens de dos models; pendent d'audició
pa-056	vull dir	clips/pa-056__vull-dir__842.65.wav	1	0.650	1.560	843.300	844.210	0.9342	vull dir	1.105		863.56	1727.02	2602.99	tokenització small; no és consens de dos models; pendent d'audició
pa-058	vull dir	clips/pa-058__vull-dir__975.13.wav	1	2.240	2.800	977.370	977.930	0.7520	vull dir	2.520	135.48	425.18	1573.67	2628.97	tokenització small; no és consens de dos models; pendent d'audició
pa-059	vull dir	clips/pa-059__vull-dir__271.81.wav	1	0.000	0.910	271.810	272.720	0.6171	Vull dir	0.455		776.35	2077.81	3061.87	tokenització small; no és consens de dos models; pendent d'audició
pa-060	vull dir	clips/pa-060__vull-dir__20.65.wav	1	2.000	2.330	22.650	22.980	0.6268	vull dir	2.165	128.24	314.48	1933.89	2648.24	tokenització small; no és consens de dos models; pendent d'audició
pa-061	vull dir	clips/pa-061__vull-dir__193.57.wav	1	1.990	2.800	195.560	196.370	0.3112	vull dir	2.395		532.77	1602.54	2688.49	tokenització small; no és consens de dos models; pendent d'audició
pa-063	vull dir	clips/pa-063__vull-dir__822.45.wav	1	0.000	1.540	822.450	823.990	0.0089	Vull dir	0.770	177.48	548.89	1853.93	2595.13	tokenització small; no és consens de dos models; pendent d'audició
pa-005	o sigui	clips/pa-005__o-sigui__373.33.wav	1	3.600	4.060	376.930	377.390	0.8872	O sigui	3.830		367.21	2303.18	3409.75	tokenització small; no és consens de dos models; pendent d'audició
pa-006	o sigui	clips/pa-006__o-sigui__136.25.wav	1	0.000	0.490	136.250	136.740	0.0187	o sigui	0.245		359.50	1646.10	2972.81	tokenització small; no és consens de dos models; pendent d'audició
pa-009	o sigui	clips/pa-009__o-sigui__234.25.wav	1	2.110	2.460	236.360	236.710	0.2229	o sigui	2.285		1840.13	2728.25	3251.38	tokenització small; no és consens de dos models; pendent d'audició
pa-014	o sigui	clips/pa-014__o-sigui__658.45.wav	1	4.030	4.120	662.480	662.570	0.6862	o sigui	4.075	108.48	467.77	1866.05	2369.32	tokenització small; no és consens de dos models; pendent d'audició
pa-016	o sigui	clips/pa-016__o-sigui__311.25.wav	1	0.000	0.370	311.250	311.620	0.0240	O sigui	0.185	171.14	552.69	1673.52	2731.93	tokenització small; no és consens de dos models; pendent d'audició
pa-022	o sigui	clips/pa-022__o-sigui__42.93.wav	1	0.000	0.540	42.930	43.470	0.0430	O sigui	0.270	107.90	500.32	1357.28	2390.81	tokenització small; no és consens de dos models; pendent d'audició
pa-025	o sigui	clips/pa-025__o-sigui__1462.85.wav	1	1.880	2.990	1464.730	1465.840	0.3767	O sigui	2.435	100.86	482.40	1389.02	2611.73	tokenització small; no és consens de dos models; pendent d'audició
pa-026	o sigui	clips/pa-026__o-sigui__434.17.wav	1	0.000	0.280	434.170	434.450	0.0723	O sigui	0.140	100.18	328.53	1152.95	2574.51	tokenització small; no és consens de dos models; pendent d'audició
pa-029	o sigui	clips/pa-029__o-sigui__243.13.wav	1	2.680	2.700	245.810	245.830	0.2868	o sigui	2.690		1090.37	1644.58	3091.47	tokenització small; no és consens de dos models; pendent d'audició
pa-030	o sigui	clips/pa-030__o-sigui__1016.41.wav	1	0.000	0.410	1016.410	1016.820	0.0381	O sigui	0.205	119.54	342.20	2041.30	2844.40	tokenització small; no és consens de dos models; pendent d'audició
pa-038	o sigui	clips/pa-038__o-sigui__16.65.wav	1	0.000	0.850	16.650	17.500	0.1004	O sigui	0.425		752.92	1443.27	2656.41	tokenització small; no és consens de dos models; pendent d'audició
pa-045	o sigui	clips/pa-045__o-sigui__226.17.wav	1	0.000	1.490	226.170	227.660	0.1907	o sigui	0.745		612.29	1548.03	2708.28	tokenització small; no és consens de dos models; pendent d'audició
pa-048	o sigui	clips/pa-048__o-sigui__581.65.wav	1	0.000	0.500	581.650	582.150	0.3651	O sigui	0.250		937.62	1827.32	3310.65	tokenització small; no és consens de dos models; pendent d'audició
pa-049	o sigui	clips/pa-049__o-sigui__365.21.wav	1	1.580	1.870	366.790	367.080	0.0641	o sigui	1.725		670.15	2132.56	2878.38	tokenització small; no és consens de dos models; pendent d'audició
pa-055	o sigui	clips/pa-055__o-sigui__434.17.wav	1	0.000	0.310	434.170	434.480	0.0180	O sigui	0.155	123.83	400.16	1421.48	1942.21	tokenització small; no és consens de dos models; pendent d'audició
pa-057	o sigui	clips/pa-057__o-sigui__249.45.wav	1	3.600	3.970	253.050	253.420	0.3063	o sigui	3.785		463.37	2066.06	2811.88	tokenització small; no és consens de dos models; pendent d'audició
pa-061	o sigui	clips/pa-061__o-sigui__161.05.wav	1	1.200	1.550	162.250	162.600	0.6361	O sigui	1.375	188.12	368.02	2059.89	2336.61	tokenització small; no és consens de dos models; pendent d'audició
pa-062	o sigui	clips/pa-062__o-sigui__236.01.wav	1	1.080	1.380	237.090	237.390	0.6273	O sigui	1.230		715.19	1718.76	2485.03	tokenització small; no és consens de dos models; pendent d'audició
pa-063	o sigui	clips/pa-063__o-sigui__826.09.wav	1	1.080	1.270	827.170	827.360	0.6737	O sigui	1.175	258.67	356.10	2409.95	2576.81	tokenització small; no és consens de dos models; pendent d'audició
pa-064	o sigui	clips/pa-064__o-sigui__36.73.wav	1	1.520	1.870	38.250	38.600	0.7590	o sigui	1.695		1337.80	2039.14	3105.24	tokenització small; no és consens de dos models; pendent d'audició
pa-065	o sigui	clips/pa-065__o-sigui__191.65.wav	1	0.000	0.460	191.650	192.110	0.2516	O sigui	0.230		788.57	2599.51	3157.85	tokenització small; no és consens de dos models; pendent d'audició
pa-001	llavors	clips/pa-001__llavors__837.17.wav	1	2.010	3.060	839.180	840.230	0.0495	llavors	2.535	110.39	446.76	1005.26	2762.07	tokenització small; no és consens de dos models; pendent d'audició
pa-002	llavors	clips/pa-002__llavors__550.25.wav	1	2.150	2.840	552.400	553.090	0.5684	llavors	2.495	77.38	316.71	1148.94	2342.22	tokenització small; no és consens de dos models; pendent d'audició
pa-005	llavors	clips/pa-005__llavors__433.29.wav	1	1.060	1.520	434.350	434.810	0.3601	llavors	1.290	187.67	525.60	1385.00	2757.21	tokenització small; no és consens de dos models; pendent d'audició
pa-007	llavors	clips/pa-007__llavors__657.25.wav	1	0.000	0.420	657.250	657.670	0.0183	llavors	0.210		1089.39	2393.95	3355.26	tokenització small; no és consens de dos models; pendent d'audició
pa-010	llavors	clips/pa-010__llavors__386.25.wav	1	0.850	1.720	387.100	387.970	0.7955	llavors	1.285	123.36	251.26	1749.14	2495.81	tokenització small; no és consens de dos models; pendent d'audició
pa-015	llavors	clips/pa-015__llavors__197.25.wav	1	2.040	3.590	199.290	200.840	0.8028	llavors	2.815		227.31	1143.91	2292.14	tokenització small; no és consens de dos models; pendent d'audició
pa-016	llavors	clips/pa-016__llavors__15.05.wav	1	0.080	0.530	15.130	15.580	0.7574	llavors	0.305		325.21	1715.95	3554.47	tokenització small; no és consens de dos models; pendent d'audició
pa-017	llavors	clips/pa-017__llavors__361.25.wav	1	1.080	1.830	362.330	363.080	0.7556	Llavors	1.455		503.46	1618.85	3043.99	tokenització small; no és consens de dos models; pendent d'audició
pa-018	llavors	clips/pa-018__llavors__1055.09.wav	1	0.000	0.550	1055.090	1055.640	0.1727	llavors	0.275		856.65	1815.41	2913.12	tokenització small; no és consens de dos models; pendent d'audició
pa-019	llavors	clips/pa-019__llavors__422.25.wav	1	3.760	4.150	426.010	426.400	0.9040	llavors	3.955	95.58	351.12	1804.64	3335.20	tokenització small; no és consens de dos models; pendent d'audició
pa-023	llavors	clips/pa-023__llavors__48.81.wav	1	2.970	3.750	51.780	52.560	0.2808	llavors	3.360	121.69	495.00	2392.39	2877.85	tokenització small; no és consens de dos models; pendent d'audició
