prioritat_global	score_evidencia	categoria	forma	id_persona	interval_escolta	clip	consens_dos_asr	coincidencia_temporal_asr	forma_en_qa	conf_min_segment	conf_min_base_segment	estat_audicio
2	0	D-divergent	diguem	pa-022	447.57-453.55	clips/pa-022__diguem__447.57.wav	no	no	no	0.106		pendent
2	0	D-divergent	doncs	pa-022	122.85-126.95	clips/pa-022__doncs__122.85.wav	no	no	no	0.057		pendent
2	0	D-divergent	diguem	pa-023	55.05-60.95	clips/pa-023__diguem__55.05.wav	no	no	no	0.083		pendent
2	0	D-divergent	a veure	pa-024	590.77-595.39	clips/pa-024__a-veure__590.77.wav	no	no	no	0.029		pendent
2	0	D-divergent	bueno	pa-024	147.29-152.07	clips/pa-024__bueno__147.29.wav	no	no	no	0.006		pendent
2	0	D-divergent	bé	pa-024	175.29-180.79	clips/pa-024__b__175.29.wav	no	no	no	0.025		pendent
2	0	D-divergent	doncs	pa-024	83.01-114.51	clips/pa-024__doncs__83.01.wav	no	no	no	0.007		pendent
2	0	D-divergent	llavors	pa-024	336.85-341.27	clips/pa-024__llavors__336.85.wav	no	no	no	0.004		pendent
2	0	D-divergent	o sigui	pa-024	554.49-565.07	clips/pa-024__o-sigui__554.49.wav	no	no	no	0.105		pendent
2	0	D-divergent	és a dir	pa-024	78.49-84.39	clips/pa-024__s-a-dir__78.49.wav	no	no	no	0.017		pendent
2	0	D-divergent	o sigui	pa-027	361.61-366.71	clips/pa-027__o-sigui__361.61.wav	no	no	no	0.066		pendent
2	0	D-divergent	a veure	pa-029	17.49-21.59	clips/pa-029__a-veure__17.49.wav	no	no	no	0.058		pendent
2	0	D-divergent	és a dir	pa-029	20.17-25.95	clips/pa-029__s-a-dir__20.17.wav	no	no	no	0.038		pendent
2	0	D-divergent	a veure	pa-032	212.45-218.19	clips/pa-032__a-veure__212.45.wav	no	no	no	0.057		pendent
2	0	D-divergent	a nivell	pa-033	6.61-10.79	clips/pa-033__a-nivell__6.61.wav	no	no	no	0.138		pendent
2	0	D-divergent	o sigui	pa-034	1106.09-1110.75	clips/pa-034__o-sigui__1106.09.wav	no	no	no	0.067		pendent
2	0	D-divergent	a veure	pa-035	211.09-218.51	clips/pa-035__a-veure__211.09.wav	no	no	no	0.008		pendent
2	0	D-divergent	a veure	pa-038	1070.33-1076.43	clips/pa-038__a-veure__1070.33.wav	no	no	no	0.128		pendent
2	0	D-divergent	és a dir	pa-039	209.05-216.11	clips/pa-039__s-a-dir__209.05.wav	no	no	no	0.019		pendent
2	0	D-divergent	o sigui	pa-040	115.73-119.91	clips/pa-040__o-sigui__115.73.wav	no	no	no	0.050		pendent
2	0	D-divergent	vull dir	pa-045	779.57-785.23	clips/pa-045__vull-dir__779.57.wav	no	no	no	0.072		pendent
2	0	D-divergent	aleshores	pa-048	701.05-707.67	clips/pa-048__aleshores__701.05.wav	no	no	no	0.055		pendent
2	0	D-divergent	doncs	pa-049	1092.25-1095.75	clips/pa-049__doncs__1092.25.wav	no	no	no	0.120		pendent
2	0	D-divergent	és a dir	pa-049	907.25-911.75	clips/pa-049__s-a-dir__907.25.wav	no	no	no	0.540		pendent
2	0	D-divergent	bueno	pa-051	41.97-47.43	clips/pa-051__bueno__41.97.wav	no	no	no	0.099		pendent
2	0	D-divergent	de fet	pa-051	200.81-205.31	clips/pa-051__de-fet__200.81.wav	no	no	no	0.057		pendent
2	0	D-divergent	llavors	pa-051	47.61-51.11	clips/pa-051__llavors__47.61.wav	no	no	no	0.141		pendent
2	0	D-divergent	llavors	pa-052	68.73-73.23	clips/pa-052__llavors__68.73.wav	no	no	no	0.045		pendent
2	0	D-divergent	bé	pa-054	128.77-134.43	clips/pa-054__b__128.77.wav	no	no	no	0.110		pendent
2	0	D-divergent	a veure	pa-057	16.97-21.31	clips/pa-057__a-veure__16.97.wav	no	no	no	0.071		pendent
2	0	D-divergent	clar	pa-057	357.57-364.07	clips/pa-057__clar__357.57.wav	no	no	no	0.027		pendent
2	0	D-divergent	o sigui	pa-059	266.13-271.15	clips/pa-059__o-sigui__266.13.wav	no	no	no	0.201		pendent
2	0	D-divergent	aleshores	pa-060	147.17-151.47	clips/pa-060__aleshores__147.17.wav	no	no	no	0.046		pendent
2	0	D-divergent	diguem	pa-060	55.05-60.91	clips/pa-060__diguem__55.05.wav	no	no	no	0.089		pendent
2	0	D-divergent	bueno	pa-063	801.17-804.67	clips/pa-063__bueno__801.17.wav	no	no	no	0.122		pendent
2	0	D-divergent	de fet	pa-065	883.97-888.71	clips/pa-065__de-fet__883.97.wav	no	no	no	0.130		pendent
