forma	id_persona	estat_persona	interval_font	interval_escolta	interval_base	coincidencia_temporal_asr	conf_min_segment	conf_min_base_segment	prioritat_asr	consens_dos_asr	ratio_veu_wav	f0_median_hz_orientatiu	clip_suggerit	estat_audicio	forma_confirmada_auditivament	nota_audicio	trets_fonetics_observats	prioritat_global
llavors	pa-022	analitzada-provisional-contextual	58.12-60.60	57.37-61.35		no	0.031		alta	sí	0.6190	198.67	clips/pa-022__llavors__57.37.wav	pendent				6
vull dir	pa-022	analitzada-provisional-contextual	308.92-311.52	308.17-312.27		no	0.038		alta	sí	0.6190	198.67	clips/pa-022__vull-dir__308.17.wav	pendent				6
bueno	pa-023	analitzada-provisional-contextual	97.56-99.60	96.81-100.35		no	0.035		alta	sí	0.6249	136.86	clips/pa-023__bueno__96.81.wav	pendent				6
de fet	pa-023	analitzada-provisional-contextual	73.24-77.56	72.49-78.31		no	0.033		alta	sí	0.6249	136.86	clips/pa-023__de-fet__72.49.wav	pendent				6
llavors	pa-023	analitzada-provisional-contextual	49.56-55.32	48.81-56.07		no	0.035		alta	sí	0.6249	136.86	clips/pa-023__llavors__48.81.wav	pendent				6
vull dir	pa-023	analitzada-provisional-contextual	22.80-25.68	22.05-26.43		no	0.040		alta	sí	0.6249	136.86	clips/pa-023__vull-dir__22.05.wav	pendent				6
clar	pa-025	analitzada-provisional-contextual	116.84-119.20	116.09-119.95		no	0.021		alta	sí	0.5929	247.75	clips/pa-025__clar__116.09.wav	pendent				6
bé	pa-026	analitzada-provisional-contextual	100.72-102.72	99.97-103.47		no	0.034		alta	sí	0.4779	260.14	clips/pa-026__b__99.97.wav	pendent				6
doncs	pa-026	analitzada-provisional-contextual	7.08-8.92	6.33-9.67		no	0.034		alta	sí	0.4779	260.14	clips/pa-026__doncs__6.33.wav	pendent				6
llavors	pa-026	analitzada-provisional-contextual	81.88-83.88	81.13-84.63		no	0.015		alta	sí	0.4779	260.14	clips/pa-026__llavors__81.13.wav	pendent				6
o sigui	pa-026	analitzada-provisional-contextual	434.92-436.92	434.17-437.67		no	0.013		alta	sí	0.4779	260.14	clips/pa-026__o-sigui__434.17.wav	pendent				6
vull dir	pa-026	analitzada-provisional-contextual	312.52-315.32	311.77-316.07		no	0.053		alta	sí	0.4779	260.14	clips/pa-026__vull-dir__311.77.wav	pendent				6
bueno	pa-027	analitzada-provisional-contextual	35.88-39.72	35.13-40.47		no	0.081		alta	sí	0.5503	223.42	clips/pa-027__bueno__35.13.wav	pendent				6
clar	pa-027	analitzada-provisional-contextual	35.88-39.72	35.13-40.47		no	0.101		alta	sí	0.5503	223.42	clips/pa-027__clar__35.13.wav	pendent				6
llavors	pa-027	analitzada-provisional-contextual	138.68-142.68	137.93-143.43		no	0.085		alta	sí	0.5503	223.42	clips/pa-027__llavors__137.93.wav	pendent				6
vull dir	pa-027	analitzada-provisional-contextual	255.00-260.12	254.25-260.87		no	0.047		alta	sí	0.5503	223.42	clips/pa-027__vull-dir__254.25.wav	pendent				6
és a dir	pa-027	analitzada-provisional-contextual	186.36-192.12	185.61-192.87		no	0.020		alta	sí	0.5503	223.42	clips/pa-027__s-a-dir__185.61.wav	pendent				6
bueno	pa-029	analitzada-provisional-contextual	721.44-723.44	720.69-724.19		no	0.153		alta	sí	0.5524	205.71	clips/pa-029__bueno__720.69.wav	pendent				6
bé	pa-029	analitzada-provisional-contextual	43.72-46.04	42.97-46.79		no	0.052		alta	sí	0.5524	205.71	clips/pa-029__b__42.97.wav	pendent				6
doncs	pa-029	analitzada-provisional-contextual	128.36-130.92	127.61-131.67		no	0.017		alta	sí	0.5524	205.71	clips/pa-029__doncs__127.61.wav	pendent				6
llavors	pa-029	analitzada-provisional-contextual	43.72-46.04	42.97-46.79		no	0.034		alta	sí	0.5524	205.71	clips/pa-029__llavors__42.97.wav	pendent				6
perquè	pa-029	analitzada-provisional-contextual	250.44-253.68	249.69-254.43		no	0.033		alta	sí	0.5524	205.71	clips/pa-029__perqu__249.69.wav	pendent				6
aleshores	pa-030	analitzada-provisional-contextual	393.16-397.16	392.41-397.91		no	0.042		alta	sí	0.5426	140.30	clips/pa-030__aleshores__392.41.wav	pendent				6
a veure	pa-031	analitzada-provisional-contextual	5.00-8.32	4.25-9.07		no	0.101		alta	sí	0.5634	150.72	clips/pa-031__a-veure__4.25.wav	pendent				6
bé	pa-031	analitzada-provisional-contextual	329.88-332.32	329.13-333.07		no	0.074		alta	sí	0.5634	150.72	clips/pa-031__b__329.13.wav	pendent				6
clar	pa-031	analitzada-provisional-contextual	155.32-158.20	154.57-158.95		no	0.064		alta	sí	0.5634	150.72	clips/pa-031__clar__154.57.wav	pendent				6
doncs	pa-032	analitzada-provisional-contextual	22.36-26.48	21.61-27.23		no	0.030		alta	sí	0.4974	219.16	clips/pa-032__doncs__21.61.wav	pendent				6
llavors	pa-032	analitzada-provisional-contextual	174.88-177.92	174.13-178.67		no	0.044		alta	sí	0.4974	219.16	clips/pa-032__llavors__174.13.wav	pendent				6
és a dir	pa-033	analitzada-provisional-contextual	40.04-43.52	39.29-44.27		no	0.071		alta	sí	0.5461	281.48	clips/pa-033__s-a-dir__39.29.wav	pendent				6
bueno	pa-034	analitzada-provisional-contextual	34.56-38.32	33.81-39.07		no	0.045		alta	sí	0.6198	199.61	clips/pa-034__bueno__33.81.wav	pendent				6
bé	pa-034	analitzada-provisional-contextual	19.60-22.40	18.85-23.15		no	0.035		alta	sí	0.6198	199.61	clips/pa-034__b__18.85.wav	pendent				6
doncs	pa-034	analitzada-provisional-contextual	111.28-115.48	110.53-116.23		no	0.040		alta	sí	0.6198	199.61	clips/pa-034__doncs__110.53.wav	pendent				6
llavors	pa-034	analitzada-provisional-contextual	29.92-31.92	29.17-32.67		no	0.037		alta	sí	0.6198	199.61	clips/pa-034__llavors__29.17.wav	pendent				6
vull dir	pa-034	analitzada-provisional-contextual	59.04-60.76	58.29-61.51		no	0.022		alta	sí	0.6198	199.61	clips/pa-034__vull-dir__58.29.wav	pendent				6
és a dir	pa-034	analitzada-provisional-contextual	319.84-322.72	319.09-323.47		no	0.080		alta	sí	0.6198	199.61	clips/pa-034__s-a-dir__319.09.wav	pendent				6
bueno	pa-035	analitzada-provisional-contextual	196.24-201.36	195.49-202.11		no	0.020		alta	sí	0.4963	150.02	clips/pa-035__bueno__195.49.wav	pendent				6
clar	pa-035	analitzada-provisional-contextual	224.36-232.84	223.61-233.59		no	0.052		alta	sí	0.4963	150.02	clips/pa-035__clar__223.61.wav	pendent				6
doncs	pa-035	analitzada-provisional-contextual	196.24-201.36	195.49-202.11		no	0.017		alta	sí	0.4963	150.02	clips/pa-035__doncs__195.49.wav	pendent				6
bueno	pa-036	analitzada-provisional-contextual	77.00-83.40	76.25-84.15		no	0.164		alta	sí	0.6896	256.01	clips/pa-036__bueno__76.25.wav	pendent				6
clar	pa-037	analitzada-provisional-contextual	187.04-198.16	186.29-198.91		no	0.012		alta	sí	0.4864	236.67	clips/pa-037__clar__186.29.wav	pendent				6
doncs	pa-038	analitzada-provisional-contextual	2008.92-2013.20	2008.17-2013.95		no	0.020		alta	sí	0.5594	209.31	clips/pa-038__doncs__2008.17.wav	pendent				6
diguem	pa-039	analitzada-provisional-contextual	145.12-152.20	144.37-152.95		no	0.081		alta	sí	0.5011	153.52	clips/pa-039__diguem__144.37.wav	pendent				6
doncs	pa-039	analitzada-provisional-contextual	13.52-18.76	12.77-19.51		no	0.067		alta	sí	0.5011	153.52	clips/pa-039__doncs__12.77.wav	pendent				6
a veure	pa-041	analitzada-provisional-contextual	201.00-205.00	200.25-205.75		no	0.244		alta	sí	0.6135	248.90	clips/pa-041__a-veure__200.25.wav	pendent				6
bueno	pa-041	analitzada-provisional-contextual	166.00-173.00	165.25-173.75		no	0.239		alta	sí	0.6135	248.90	clips/pa-041__bueno__165.25.wav	pendent				6
doncs	pa-045	analitzada-provisional-contextual	283.76-286.64	283.01-287.39		no	0.059		alta	sí	0.5086	271.02	clips/pa-045__doncs__283.01.wav	pendent				6
perquè	pa-045	analitzada-provisional-contextual	176.08-182.88	175.33-183.63		no	0.027		alta	sí	0.5086	271.02	clips/pa-045__perqu__175.33.wav	pendent				6
clar	pa-046	analitzada-provisional-contextual	173.28-176.96	172.53-177.71		no	0.076		alta	sí	0.5707	232.31	clips/pa-046__clar__172.53.wav	pendent				6
o sigui	pa-046	analitzada-provisional-contextual	231.36-234.48	230.61-235.23		no	0.090		alta	sí	0.5707	232.31	clips/pa-046__o-sigui__230.61.wav	pendent				6
perquè	pa-046	analitzada-provisional-contextual	141.60-146.04	140.85-146.79		no	0.011		alta	sí	0.5707	232.31	clips/pa-046__perqu__140.85.wav	pendent				6
perquè	pa-048	analitzada-provisional-contextual	187.68-190.44	186.93-191.19		no	0.027		alta	sí	0.4176	188.75	clips/pa-048__perqu__186.93.wav	pendent				6
aleshores	pa-049	analitzada-provisional-contextual	111.04-117.92	110.29-118.67		no	0.081		alta	sí	0.6630	223.56	clips/pa-049__aleshores__110.29.wav	pendent				6
aviam	pa-049	analitzada-provisional-contextual	898.00-901.00	897.25-901.75		no	0.112		alta	sí	0.6630	223.56	clips/pa-049__aviam__897.25.wav	pendent				6
bé	pa-049	analitzada-provisional-contextual	74.96-81.88	74.21-82.63		no	0.024		alta	sí	0.6630	223.56	clips/pa-049__b__74.21.wav	pendent				6
evidentment	pa-049	analitzada-provisional-contextual	117.92-125.76	117.17-126.51		no	0.347		alta	sí	0.6630	223.56	clips/pa-049__evidentment__117.17.wav	pendent				6
llavors	pa-049	analitzada-provisional-contextual	231.20-238.92	230.45-239.67		no	0.025		alta	sí	0.6630	223.56	clips/pa-049__llavors__230.45.wav	pendent				6
perquè	pa-049	analitzada-provisional-contextual	69.60-74.96	68.85-75.71		no	0.024		alta	sí	0.6630	223.56	clips/pa-049__perqu__68.85.wav	pendent				6
vull dir	pa-049	analitzada-provisional-contextual	208.84-213.88	208.09-214.63		no	0.018		alta	sí	0.6630	223.56	clips/pa-049__vull-dir__208.09.wav	pendent				6
bé	pa-053	analitzada-provisional-contextual	91.56-95.16	90.81-95.91		no	0.144		alta	sí	0.7369	166.09	clips/pa-053__b__90.81.wav	pendent				6
doncs	pa-055	analitzada-provisional-automatica	7.04-8.92	6.29-9.67		no	0.050		alta	sí	0.4784	258.93	clips/pa-055__doncs__6.29.wav	pendent				6
llavors	pa-055	analitzada-provisional-automatica	106.12-109.52	105.37-110.27		no	0.033		alta	sí	0.4784	258.93	clips/pa-055__llavors__105.37.wav	pendent				6
o sigui	pa-055	analitzada-provisional-automatica	434.92-436.92	434.17-437.67		no	0.035		alta	sí	0.4784	258.93	clips/pa-055__o-sigui__434.17.wav	pendent				6
bé	pa-056	analitzada-provisional-automatica	437.24-440.72	436.49-441.47		no	0.016		alta	sí	0.5440	143.08	clips/pa-056__b__436.49.wav	pendent				6
doncs	pa-056	analitzada-provisional-automatica	44.20-47.84	43.45-48.59		no	0.040		alta	sí	0.5440	143.08	clips/pa-056__doncs__43.45.wav	pendent				6
o sigui	pa-056	analitzada-provisional-automatica	1017.24-1020.92	1016.49-1021.67		no	0.075		alta	sí	0.5440	143.08	clips/pa-056__o-sigui__1016.49.wav	pendent				6
a nivell	pa-057	analitzada-provisional-automatica	417.88-420.76	417.13-421.51		no	0.094		alta	sí	0.5533	204.87	clips/pa-057__a-nivell__417.13.wav	pendent				6
bueno	pa-057	analitzada-provisional-automatica	1129.64-1135.60	1128.89-1136.35		no	0.076		alta	sí	0.5533	204.87	clips/pa-057__bueno__1128.89.wav	pendent				6
bé	pa-057	analitzada-provisional-automatica	204.32-208.28	203.57-209.03		no	0.043		alta	sí	0.5533	204.87	clips/pa-057__b__203.57.wav	pendent				6
de fet	pa-057	analitzada-provisional-automatica	562.00-568.32	561.25-569.07		no	0.132		alta	sí	0.5533	204.87	clips/pa-057__de-fet__561.25.wav	pendent				6
doncs	pa-057	analitzada-provisional-automatica	127.96-130.96	127.21-131.71		no	0.032		alta	sí	0.5533	204.87	clips/pa-057__doncs__127.21.wav	pendent				6
és a dir	pa-057	analitzada-provisional-automatica	20.64-24.76	19.89-25.51		no	0.168		alta	sí	0.5533	204.87	clips/pa-057__s-a-dir__19.89.wav	pendent				6
a veure	pa-058	analitzada-provisional-automatica	829.36-832.80	828.61-833.55		no	0.047		alta	sí	0.5861	264.92	clips/pa-058__a-veure__828.61.wav	pendent				6
bé	pa-058	analitzada-provisional-automatica	211.36-214.64	210.61-215.39		no	0.099		alta	sí	0.5861	264.92	clips/pa-058__b__210.61.wav	pendent				6
clar	pa-058	analitzada-provisional-automatica	113.56-116.52	112.81-117.27		no	0.023		alta	sí	0.5861	264.92	clips/pa-058__clar__112.81.wav	pendent				6
doncs	pa-058	analitzada-provisional-automatica	201.16-204.52	200.41-205.27		no	0.031		alta	sí	0.5861	264.92	clips/pa-058__doncs__200.41.wav	pendent				6
llavors	pa-058	analitzada-provisional-automatica	1055.16-1058.60	1054.41-1059.35		no	0.095		alta	sí	0.5861	264.92	clips/pa-058__llavors__1054.41.wav	pendent				6
bueno	pa-059	analitzada-provisional-automatica	166.92-172.88	166.17-173.63		no	0.077		alta	sí	0.5560	213.73	clips/pa-059__bueno__166.17.wav	pendent				6
bé	pa-059	analitzada-provisional-automatica	113.16-117.52	112.41-118.27		no	0.063		alta	sí	0.5560	213.73	clips/pa-059__b__112.41.wav	pendent				6
doncs	pa-059	analitzada-provisional-automatica	246.56-250.04	245.81-250.79		no	0.071		alta	sí	0.5560	213.73	clips/pa-059__doncs__245.81.wav	pendent				6
evidentment	pa-059	analitzada-provisional-automatica	152.88-161.28	152.13-162.03		no	0.081		alta	sí	0.5560	213.73	clips/pa-059__evidentment__152.13.wav	pendent				6
a nivell	pa-060	analitzada-provisional-automatica	202.68-207.88	201.93-208.63		no	0.096		alta	sí	0.6257	137.26	clips/pa-060__a-nivell__201.93.wav	pendent				6
bueno	pa-060	analitzada-provisional-automatica	150.80-156.32	150.05-157.07		no	0.046		alta	sí	0.6257	137.26	clips/pa-060__bueno__150.05.wav	pendent				6
bé	pa-060	analitzada-provisional-automatica	416.48-419.16	415.73-419.91		no	0.079		alta	sí	0.6257	137.26	clips/pa-060__b__415.73.wav	pendent				6
doncs	pa-060	analitzada-provisional-automatica	178.72-181.88	177.97-182.63		no	0.042		alta	sí	0.6257	137.26	clips/pa-060__doncs__177.97.wav	pendent				6
vull dir	pa-060	analitzada-provisional-automatica	21.40-25.60	20.65-26.35		no	0.023		alta	sí	0.6257	137.26	clips/pa-060__vull-dir__20.65.wav	pendent				6
doncs	pa-061	analitzada-provisional-automatica	242.84-248.48	242.09-249.23		no	0.046		alta	sí	0.7310	245.41	clips/pa-061__doncs__242.09.wav	pendent				6
o sigui	pa-061	analitzada-provisional-automatica	161.80-166.64	161.05-167.39		no	0.037		alta	sí	0.7310	245.41	clips/pa-061__o-sigui__161.05.wav	pendent				6
vull dir	pa-061	analitzada-provisional-automatica	194.32-199.28	193.57-200.03		no	0.078		alta	sí	0.7310	245.41	clips/pa-061__vull-dir__193.57.wav	pendent				6
doncs	pa-062	analitzada-provisional-automatica	302.84-306.76	302.09-307.51		no	0.089		alta	sí	0.5339	229.44	clips/pa-062__doncs__302.09.wav	pendent				6
evidentment	pa-062	analitzada-provisional-automatica	164.04-165.92	163.29-166.67		no	0.078		alta	sí	0.5339	229.44	clips/pa-062__evidentment__163.29.wav	pendent				6
o sigui	pa-062	analitzada-provisional-automatica	236.76-240.96	236.01-241.71		no	0.087		alta	sí	0.5339	229.44	clips/pa-062__o-sigui__236.01.wav	pendent				6
vull dir	pa-062	analitzada-provisional-automatica	317.56-325.64	316.81-326.39		no	0.003		alta	sí	0.5339	229.44	clips/pa-062__vull-dir__316.81.wav	pendent				6
aleshores	pa-063	analitzada-provisional-automatica	152.20-154.48	151.45-155.23		no	0.088		alta	sí	0.5948	214.77	clips/pa-063__aleshores__151.45.wav	pendent				6
crec	pa-063	analitzada-provisional-automatica	759.56-762.48	758.81-763.23		no	0.064		alta	sí	0.5948	214.77	clips/pa-063__crec__758.81.wav	pendent				6
o sigui	pa-063	analitzada-provisional-automatica	826.84-830.20	826.09-830.95		no	0.080		alta	sí	0.5948	214.77	clips/pa-063__o-sigui__826.09.wav	pendent				6
llavors	pa-064	analitzada-provisional-automatica	714.08-716.40	713.33-717.15		no	0.036		alta	sí	0.5412	207.03	clips/pa-064__llavors__713.33.wav	pendent				6
perquè	pa-064	analitzada-provisional-automatica	28.32-32.52	27.57-33.27		no	0.008		alta	sí	0.5412	207.03	clips/pa-064__perqu__27.57.wav	pendent				6
a veure	pa-065	analitzada-provisional-automatica	579.00-581.96	578.25-582.71		no	0.046		alta	sí	0.4966	186.90	clips/pa-065__a-veure__578.25.wav	pendent				6
aleshores	pa-065	analitzada-provisional-automatica	171.44-173.96	170.69-174.71		no	0.027		alta	sí	0.4966	186.90	clips/pa-065__aleshores__170.69.wav	pendent				6
bueno	pa-065	analitzada-provisional-automatica	1389.80-1393.00	1389.05-1393.75		no	0.054		alta	sí	0.4966	186.90	clips/pa-065__bueno__1389.05.wav	pendent				6
llavors	pa-065	analitzada-provisional-automatica	612.88-617.12	612.13-617.87		no	0.057		alta	sí	0.4966	186.90	clips/pa-065__llavors__612.13.wav	pendent				6
a nivell	pa-001	analitzada-provisional-contextual	136.12-138.28	135.37-139.03		no	0.044		alta	no	0.6582	211.91	clips/pa-001__a-nivell__135.37.wav	pendent				2
a veure	pa-001	analitzada-provisional-contextual	342.32-344.84	341.57-345.59		no	0.031		alta	no	0.6582	211.91	clips/pa-001__a-veure__341.57.wav	pendent				2
aleshores	pa-001	analitzada-provisional-contextual	10.88-12.88	10.13-13.63		no	0.048		alta	no	0.6582	211.91	clips/pa-001__aleshores__10.13.wav	pendent				2
bueno	pa-001	analitzada-provisional-contextual	207.76-212.24	207.01-212.99		no	0.045		alta	no	0.6582	211.91	clips/pa-001__bueno__207.01.wav	pendent				2
bé	pa-001	analitzada-provisional-contextual	49.92-53.60	49.17-54.35		no	0.035		alta	no	0.6582	211.91	clips/pa-001__b__49.17.wav	pendent				2
clar	pa-001	analitzada-provisional-contextual	130.52-133.76	129.77-134.51		no	0.055		alta	no	0.6582	211.91	clips/pa-001__clar__129.77.wav	pendent				2
crec	pa-001	analitzada-provisional-contextual	98.08-100.20	97.33-100.95		no	0.108		alta	no	0.6582	211.91	clips/pa-001__crec__97.33.wav	pendent				2
de fet	pa-001	analitzada-provisional-contextual	69.24-71.24	68.49-71.99		no	0.237		alta	no	0.6582	211.91	clips/pa-001__de-fet__68.49.wav	pendent				2
evidentment	pa-001	analitzada-provisional-contextual	1068.44-1070.44	1067.69-1071.19		no	0.360		alta	no	0.6582	211.91	clips/pa-001__evidentment__1067.69.wav	pendent				2
llavors	pa-001	analitzada-provisional-contextual	837.92-840.36	837.17-841.11		no	0.068		alta	no	0.6582	211.91	clips/pa-001__llavors__837.17.wav	pendent				2
o sigui	pa-001	analitzada-provisional-contextual	49.92-53.60	49.17-54.35		no	0.043		alta	no	0.6582	211.91	clips/pa-001__o-sigui__49.17.wav	pendent				2
perquè	pa-001	analitzada-provisional-contextual	60.32-62.56	59.57-63.31		no	0.018		alta	no	0.6582	211.91	clips/pa-001__perqu__59.57.wav	pendent				2
vull dir	pa-001	analitzada-provisional-contextual	622.12-624.64	621.37-625.39		no	0.134		alta	no	0.6582	211.91	clips/pa-001__vull-dir__621.37.wav	pendent				2
és a dir	pa-001	analitzada-provisional-contextual	891.72-893.72	890.97-894.47		no	0.024		alta	no	0.6582	211.91	clips/pa-001__s-a-dir__890.97.wav	pendent				2
a nivell	pa-002	analitzada-provisional-contextual	715.00-724.00	714.25-724.75		no	0.237		alta	no	0.4450	275.03	clips/pa-002__a-nivell__714.25.wav	pendent				2
a veure	pa-002	analitzada-provisional-contextual	127.00-132.00	126.25-132.75		no	0.198		alta	no	0.4450	275.03	clips/pa-002__a-veure__126.25.wav	pendent				2
bueno	pa-002	analitzada-provisional-contextual	434.00-440.00	433.25-440.75		no	0.061		alta	no	0.4450	275.03	clips/pa-002__bueno__433.25.wav	pendent				2
bé	pa-002	analitzada-provisional-contextual	349.00-355.00	348.25-355.75		no	0.138		alta	no	0.4450	275.03	clips/pa-002__b__348.25.wav	pendent				2
clar	pa-002	analitzada-provisional-contextual	187.00-190.00	186.25-190.75		no	0.095		alta	no	0.4450	275.03	clips/pa-002__clar__186.25.wav	pendent				2
crec	pa-002	analitzada-provisional-contextual	249.00-254.00	248.25-254.75		no	0.137		alta	no	0.4450	275.03	clips/pa-002__crec__248.25.wav	pendent				2
de fet	pa-002	analitzada-provisional-contextual	73.00-76.00	72.25-76.75		no	0.066		alta	no	0.4450	275.03	clips/pa-002__de-fet__72.25.wav	pendent				2
evidentment	pa-002	analitzada-provisional-contextual	206.00-209.00	205.25-209.75		no	0.082		alta	no	0.4450	275.03	clips/pa-002__evidentment__205.25.wav	pendent				2
llavors	pa-002	analitzada-provisional-contextual	551.00-556.00	550.25-556.75		no	0.090		alta	no	0.4450	275.03	clips/pa-002__llavors__550.25.wav	pendent				2
perquè	pa-002	analitzada-provisional-contextual	19.00-23.00	18.25-23.75		no	0.098		alta	no	0.4450	275.03	clips/pa-002__perqu__18.25.wav	pendent				2
reformeta	pa-002	analitzada-provisional-contextual	13.00-17.00	12.25-17.75		no	0.243		alta	no	0.4450	275.03	clips/pa-002__reformeta__12.25.wav	pendent				2
vull dir	pa-002	analitzada-provisional-contextual	173.00-176.00	172.25-176.75		no	0.050		alta	no	0.4450	275.03	clips/pa-002__vull-dir__172.25.wav	pendent				2
és a dir	pa-002	analitzada-provisional-contextual	13.00-17.00	12.25-17.75		no	0.066		alta	no	0.4450	275.03	clips/pa-002__s-a-dir__12.25.wav	pendent				2
a nivell	pa-003	analitzada-provisional-contextual	180.92-188.04	180.17-188.79		no	0.171		alta	no	0.6712	301.07	clips/pa-003__a-nivell__180.17.wav	pendent				2
aleshores	pa-003	analitzada-provisional-contextual	19.44-22.44	18.69-23.19		no	0.064		alta	no	0.6712	301.07	clips/pa-003__aleshores__18.69.wav	pendent				2
aviam	pa-003	analitzada-provisional-contextual	180.92-188.04	180.17-188.79		no	0.171		alta	no	0.6712	301.07	clips/pa-003__aviam__180.17.wav	pendent				2
bueno	pa-003	analitzada-provisional-contextual	227.80-234.96	227.05-235.71		no	0.047		alta	no	0.6712	301.07	clips/pa-003__bueno__227.05.wav	pendent				2
bé	pa-003	analitzada-provisional-contextual	0.00-6.44	0.00-7.19		no	0.053		alta	no	0.6712	301.07	clips/pa-003__b__0.00.wav	pendent				2
clar	pa-003	analitzada-provisional-contextual	452.64-458.40	451.89-459.15		no	0.070		alta	no	0.6712	301.07	clips/pa-003__clar__451.89.wav	pendent				2
crec	pa-003	analitzada-provisional-contextual	0.00-6.44	0.00-7.19		no	0.053		alta	no	0.6712	301.07	clips/pa-003__crec__0.00.wav	pendent				2
de fet	pa-003	analitzada-provisional-contextual	0.00-6.44	0.00-7.19		no	0.053		alta	no	0.6712	301.07	clips/pa-003__de-fet__0.00.wav	pendent				2
diguem	pa-003	analitzada-provisional-contextual	213.60-218.76	212.85-219.51		no	0.133		alta	no	0.6712	301.07	clips/pa-003__diguem__212.85.wav	pendent				2
ensenyança	pa-003	analitzada-provisional-contextual	280.44-285.48	279.69-286.23		no	0.114		alta	no	0.6712	301.07	clips/pa-003__ensenyan-a__279.69.wav	pendent				2
evidentment	pa-003	analitzada-provisional-contextual	159.56-164.44	158.81-165.19		no	0.033		alta	no	0.6712	301.07	clips/pa-003__evidentment__158.81.wav	pendent				2
perquè	pa-003	analitzada-provisional-contextual	202.32-206.28	201.57-207.03		no	0.047		alta	no	0.6712	301.07	clips/pa-003__perqu__201.57.wav	pendent				2
tirar endavant	pa-003	analitzada-provisional-contextual	362.68-365.88	361.93-366.63		no	0.040		alta	no	0.6712	301.07	clips/pa-003__tirar-endavant__361.93.wav	pendent				2
és a dir	pa-003	analitzada-provisional-contextual	65.80-69.76	65.05-70.51		no	0.033		alta	no	0.6712	301.07	clips/pa-003__s-a-dir__65.05.wav	pendent				2
llavors	pa-005	analitzada-provisional-contextual	434.04-438.52	433.29-439.27		no	0.051		alta	no	0.0405	217.35	clips/pa-005__llavors__433.29.wav	pendent				2
clar	pa-006	analitzada-provisional-contextual	380.00-383.00	379.25-383.75		no	0.416		alta	no	0.5268	152.82	clips/pa-006__clar__379.25.wav	pendent				2
diguem	pa-006	analitzada-provisional-contextual	531.00-535.00	530.25-535.75		no	0.274		alta	no	0.5268	152.82	clips/pa-006__diguem__530.25.wav	pendent				2
llavors	pa-006	analitzada-provisional-contextual	215.00-220.00	214.25-220.75		no	0.032		alta	no	0.5268	152.82	clips/pa-006__llavors__214.25.wav	pendent				2
bueno	pa-007	analitzada-provisional-contextual	476.00-480.00	475.25-480.75		no	0.158		alta	no	0.5486	244.38	clips/pa-007__bueno__475.25.wav	pendent				2
aleshores	pa-008	analitzada-provisional-contextual	1316.00-1319.00	1315.25-1319.75		no	0.327		alta	no	0.4359	175.86	clips/pa-008__aleshores__1315.25.wav	pendent				2
bueno	pa-008	analitzada-provisional-contextual	970.00-973.00	969.25-973.75		no	0.336		alta	no	0.4359	175.86	clips/pa-008__bueno__969.25.wav	pendent				2
llavors	pa-009	analitzada-provisional-contextual	202.00-207.00	201.25-207.75		no	0.479		alta	no	0.5436	188.15	clips/pa-009__llavors__201.25.wav	pendent				2
aleshores	pa-011	analitzada-provisional-contextual	90.08-94.32	89.33-95.07		no	0.127		alta	no	0.5651	231.55	clips/pa-011__aleshores__89.33.wav	pendent				2
evidentment	pa-011	analitzada-provisional-contextual	158.40-162.96	157.65-163.71		no	0.162		alta	no	0.5651	231.55	clips/pa-011__evidentment__157.65.wav	pendent				2
aleshores	pa-012	analitzada-provisional-contextual	247.00-250.00	246.25-250.75		no	0.060		alta	no	0.6375	277.14	clips/pa-012__aleshores__246.25.wav	pendent				2
bé	pa-013	analitzada-provisional-contextual	197.40-202.72	196.65-203.47		no	0.133		alta	no	0.7568	310.95	clips/pa-013__b__196.65.wav	pendent				2
a veure	pa-014	analitzada-provisional-contextual	618.20-637.20	617.45-637.95		no	0.193		alta	no	0.5833	135.72	clips/pa-014__a-veure__617.45.wav	pendent				2
aleshores	pa-014	analitzada-provisional-contextual	120.60-128.00	119.85-128.75		no	0.129		alta	no	0.5833	135.72	clips/pa-014__aleshores__119.85.wav	pendent				2
llavors	pa-015	analitzada-provisional-contextual	198.00-204.00	197.25-204.75		no	0.284		alta	no	0.8210	243.83	clips/pa-015__llavors__197.25.wav	pendent				2
o sigui	pa-015	analitzada-provisional-contextual	105.00-109.00	104.25-109.75		no	0.491		alta	no	0.8210	243.83	clips/pa-015__o-sigui__104.25.wav	pendent				2
aviam	pa-016	analitzada-provisional-contextual	730.40-740.44	729.65-741.19		no	0.064		alta	no	0.5941	292.91	clips/pa-016__aviam__729.65.wav	pendent				2
crec	pa-016	analitzada-provisional-contextual	93.92-100.08	93.17-100.83		no	0.258		alta	no	0.5941	292.91	clips/pa-016__crec__93.17.wav	pendent				2
o sigui	pa-016	analitzada-provisional-contextual	312.00-315.40	311.25-316.15		no	0.131		alta	no	0.5941	292.91	clips/pa-016__o-sigui__311.25.wav	pendent				2
és a dir	pa-016	analitzada-provisional-contextual	86.72-89.84	85.97-90.59		no	0.071		alta	no	0.5941	292.91	clips/pa-016__s-a-dir__85.97.wav	pendent				2
clar	pa-019	analitzada-provisional-contextual	416.00-419.00	415.25-419.75		no	0.474		alta	no	0.5420	176.36	clips/pa-019__clar__415.25.wav	pendent				2
