id_persona	forma	interval_escolta	clip	json_small	estat
pa-058	perquè	91.09-96.47	clips/pa-058__perqu__91.09.wav	qa-cua-small-json/pa-058__perqu__91_09.json	pendent-audicio
pa-059	perquè	4.09-12.43	clips/pa-059__perqu__4.09.wav	qa-cua-small-json/pa-059__perqu__4_09.json	pendent-audicio
pa-060	perquè	29.05-34.75	clips/pa-060__perqu__29.05.wav	qa-cua-small-json/pa-060__perqu__29_05.json	pendent-audicio
pa-061	perquè	117.17-123.75	clips/pa-061__perqu__117.17.wav	qa-cua-small-json/pa-061__perqu__117_17.json	pendent-audicio
pa-062	perquè	73.97-78.19	clips/pa-062__perqu__73.97.wav	qa-cua-small-json/pa-062__perqu__73_97.json	pendent-audicio
pa-063	perquè	142.61-146.79	clips/pa-063__perqu__142.61.wav	qa-cua-small-json/pa-063__perqu__142_61.json	pendent-audicio
pa-064	perquè	27.57-33.27	clips/pa-064__perqu__27.57.wav	qa-cua-small-json/pa-064__perqu__27_57.json	pendent-audicio
pa-065	perquè	129.17-134.51	clips/pa-065__perqu__129.17.wav	qa-cua-small-json/pa-065__perqu__129_17.json	pendent-audicio
pa-066	perquè	21.81-26.71	clips/pa-066__perqu__21.81.wav	qa-cua-small-json/pa-066__perqu__21_81.json	pendent-audicio
pa-001	a nivell	135.37-139.03	clips/pa-001__a-nivell__135.37.wav	qa-cua-small-json/pa-001__a-nivell__135_37.json	pendent-audicio
pa-002	a nivell	714.25-724.75	clips/pa-002__a-nivell__714.25.wav	qa-cua-small-json/pa-002__a-nivell__714_25.json	pendent-audicio
pa-003	a nivell	180.17-188.79	clips/pa-003__a-nivell__180.17.wav	qa-cua-small-json/pa-003__a-nivell__180_17.json	pendent-audicio
pa-016	a nivell	333.81-340.39	clips/pa-016__a-nivell__333.81.wav	qa-cua-small-json/pa-016__a-nivell__333_81.json	pendent-audicio
pa-017	a nivell	143.25-149.75	clips/pa-017__a-nivell__143.25.wav	qa-cua-small-json/pa-017__a-nivell__143_25.json	pendent-audicio
pa-018	a nivell	188.45-191.87	clips/pa-018__a-nivell__188.45.wav	qa-cua-small-json/pa-018__a-nivell__188_45.json	pendent-audicio
pa-019	a nivell	122.25-127.75	clips/pa-019__a-nivell__122.25.wav	qa-cua-small-json/pa-019__a-nivell__122_25.json	pendent-audicio
pa-020	a nivell	409.37-414.43	clips/pa-020__a-nivell__409.37.wav	qa-cua-small-json/pa-020__a-nivell__409_37.json	pendent-audicio
pa-023	a nivell	418.57-422.99	clips/pa-023__a-nivell__418.57.wav	qa-cua-small-json/pa-023__a-nivell__418_57.json	pendent-audicio
pa-024	a nivell	1547.93-1552.91	clips/pa-024__a-nivell__1547.93.wav	qa-cua-small-json/pa-024__a-nivell__1547_93.json	pendent-audicio
pa-026	a nivell	38.25-41.75	clips/pa-026__a-nivell__38.25.wav	qa-cua-small-json/pa-026__a-nivell__38_25.json	pendent-audicio
pa-029	a nivell	417.09-421.47	clips/pa-029__a-nivell__417.09.wav	qa-cua-small-json/pa-029__a-nivell__417_09.json	pendent-audicio
pa-033	a nivell	6.61-10.79	clips/pa-033__a-nivell__6.61.wav	qa-cua-small-json/pa-033__a-nivell__6_61.json	pendent-audicio
pa-034	a nivell	143.81-148.91	clips/pa-034__a-nivell__143.81.wav	qa-cua-small-json/pa-034__a-nivell__143_81.json	pendent-audicio
pa-036	a nivell	386.45-395.95	clips/pa-036__a-nivell__386.45.wav	qa-cua-small-json/pa-036__a-nivell__386_45.json	pendent-audicio
pa-038	a nivell	455.49-460.15	clips/pa-038__a-nivell__455.49.wav	qa-cua-small-json/pa-038__a-nivell__455_49.json	pendent-audicio
pa-045	a nivell	624.85-629.07	clips/pa-045__a-nivell__624.85.wav	qa-cua-small-json/pa-045__a-nivell__624_85.json	pendent-audicio
pa-048	a nivell	435.77-441.27	clips/pa-048__a-nivell__435.77.wav	qa-cua-small-json/pa-048__a-nivell__435_77.json	pendent-audicio
pa-049	a nivell	1396.25-1400.75	clips/pa-049__a-nivell__1396.25.wav	qa-cua-small-json/pa-049__a-nivell__1396_25.json	pendent-audicio
pa-055	a nivell	38.09-44.07	clips/pa-055__a-nivell__38.09.wav	qa-cua-small-json/pa-055__a-nivell__38_09.json	pendent-audicio
pa-057	a nivell	417.13-421.51	clips/pa-057__a-nivell__417.13.wav	qa-cua-small-json/pa-057__a-nivell__417_13.json	pendent-audicio
pa-058	a nivell	188.37-191.87	clips/pa-058__a-nivell__188.37.wav	qa-cua-small-json/pa-058__a-nivell__188_37.json	pendent-audicio
pa-059	a nivell	142.93-150.35	clips/pa-059__a-nivell__142.93.wav	qa-cua-small-json/pa-059__a-nivell__142_93.json	pendent-audicio
pa-060	a nivell	201.93-208.63	clips/pa-060__a-nivell__201.93.wav	qa-cua-small-json/pa-060__a-nivell__201_93.json	pendent-audicio
pa-061	a nivell	1357.21-1360.71	clips/pa-061__a-nivell__1357.21.wav	qa-cua-small-json/pa-061__a-nivell__1357_21.json	pendent-audicio
pa-063	a nivell	1143.61-1148.07	clips/pa-063__a-nivell__1143.61.wav	qa-cua-small-json/pa-063__a-nivell__1143_61.json	pendent-audicio
pa-065	a nivell	529.09-536.75	clips/pa-065__a-nivell__529.09.wav	qa-cua-small-json/pa-065__a-nivell__529_09.json	pendent-audicio
pa-066	a nivell	25.21-29.71	clips/pa-066__a-nivell__25.21.wav	qa-cua-small-json/pa-066__a-nivell__25_21.json	pendent-audicio
pa-003	tirar endavant	361.93-366.63	clips/pa-003__tirar-endavant__361.93.wav	qa-cua-small-json/pa-003__tirar-endavant__361_93.json	pendent-audicio
pa-017	tirar endavant	49.85-56.15	clips/pa-017__tirar-endavant__49.85.wav	qa-cua-small-json/pa-017__tirar-endavant__49_85.json	pendent-audicio
pa-020	tirar endavant	33.45-36.95	clips/pa-020__tirar-endavant__33.45.wav	qa-cua-small-json/pa-020__tirar-endavant__33_45.json	pendent-audicio
pa-029	tirar endavant	56.73-63.23	clips/pa-029__tirar-endavant__56.73.wav	qa-cua-small-json/pa-029__tirar-endavant__56_73.json	pendent-audicio
pa-030	tirar endavant	185.61-192.15	clips/pa-030__tirar-endavant__185.61.wav	qa-cua-small-json/pa-030__tirar-endavant__185_61.json	pendent-audicio
pa-031	tirar endavant	146.09-150.31	clips/pa-031__tirar-endavant__146.09.wav	qa-cua-small-json/pa-031__tirar-endavant__146_09.json	pendent-audicio
pa-033	tirar endavant	135.69-141.51	clips/pa-033__tirar-endavant__135.69.wav	qa-cua-small-json/pa-033__tirar-endavant__135_69.json	pendent-audicio
pa-034	tirar endavant	690.33-695.67	clips/pa-034__tirar-endavant__690.33.wav	qa-cua-small-json/pa-034__tirar-endavant__690_33.json	pendent-audicio
pa-041	tirar endavant	102.25-106.75	clips/pa-041__tirar-endavant__102.25.wav	qa-cua-small-json/pa-041__tirar-endavant__102_25.json	pendent-audicio
pa-056	tirar endavant	185.53-189.19	clips/pa-056__tirar-endavant__185.53.wav	qa-cua-small-json/pa-056__tirar-endavant__185_53.json	pendent-audicio
pa-057	tirar endavant	56.61-63.15	clips/pa-057__tirar-endavant__56.61.wav	qa-cua-small-json/pa-057__tirar-endavant__56_61.json	pendent-audicio
pa-059	tirar endavant	49.77-54.87	clips/pa-059__tirar-endavant__49.77.wav	qa-cua-small-json/pa-059__tirar-endavant__49_77.json	pendent-audicio
pa-003	ensenyança	279.69-286.23	clips/pa-003__ensenyan-a__279.69.wav	qa-cua-small-json/pa-003__ensenyan-a__279_69.json	pendent-audicio
pa-041	ensenyança	523.25-531.75	clips/pa-041__ensenyan-a__523.25.wav	qa-cua-small-json/pa-041__ensenyan-a__523_25.json	pendent-audicio
pa-002	reformeta	12.25-17.75	clips/pa-002__reformeta__12.25.wav	qa-cua-small-json/pa-002__reformeta__12_25.json	pendent-audicio
pa-022	reformeta	125.53-130.67	clips/pa-022__reformeta__125.53.wav	qa-cua-small-json/pa-022__reformeta__125_53.json	pendent-audicio
pa-025	reformeta	1085.53-1091.51	clips/pa-025__reformeta__1085.53.wav	qa-cua-small-json/pa-025__reformeta__1085_53.json	pendent-audicio
pa-026	reformeta	138.61-145.67	clips/pa-026__reformeta__138.61.wav	qa-cua-small-json/pa-026__reformeta__138_61.json	pendent-audicio
pa-034	reformeta	191.33-198.59	clips/pa-034__reformeta__191.33.wav	qa-cua-small-json/pa-034__reformeta__191_33.json	pendent-audicio
pa-038	reformeta	1821.69-1828.07	clips/pa-038__reformeta__1821.69.wav	qa-cua-small-json/pa-038__reformeta__1821_69.json	pendent-audicio
pa-055	reformeta	139.05-145.83	clips/pa-055__reformeta__139.05.wav	qa-cua-small-json/pa-055__reformeta__139_05.json	pendent-audicio
