forma	id_persona	interval_escolta	clip	forma_en_qa	durada_s	veu_proporcio	rms_p10_db	rms_p50_db	rms_p90_db	zcr_p10	zcr_p90	f0_median_hz	f0_iqr_hz	centroid_median_hz	centroid_p90_hz	segments_veu	pausa_mediana_s	mostres_f0	nota
a veure	pa-018	825.61-833.55	clips/pa-018__a-veure__825.61.wav	no	7.940	0.6490	-58.23	-27.44	-20.29	0.0344	0.2081	275.90	37.02	883.04	2528.78	18	0.080	131	descriptor orientatiu; no és anotació fonètica
a veure	pa-021	108.77-116.95	clips/pa-021__a-veure__108.77.wav	sí	8.180	0.6103	-55.18	-32.03	-20.01	0.0516	0.1972	250.05	136.64	1174.06	2461.40	24	0.060	123	descriptor orientatiu; no és anotació fonètica
a veure	pa-022	238.61-245.15	clips/pa-022__a-veure__238.61.wav	sí	6.540	0.4540	-64.45	-38.06	-27.24	0.0391	0.2136	213.48	188.80	1138.05	2502.04	14	0.120	73	descriptor orientatiu; no és anotació fonètica
a veure	pa-023	268.81-272.59	clips/pa-023__a-veure__268.81.wav	sí	3.780	0.4947	-58.80	-35.23	-23.02	0.0548	0.1793	126.34	18.07	1090.80	2141.53	9	0.170	45	descriptor orientatiu; no és anotació fonètica
a veure	pa-024	590.77-595.39	clips/pa-024__a-veure__590.77.wav	no	4.620	0.5696	-55.58	-32.11	-22.33	0.0437	0.3380	280.63	95.35	1114.14	3176.62	12	0.040	64	descriptor orientatiu; no és anotació fonètica
a veure	pa-025	388.01-395.23	clips/pa-025__a-veure__388.01.wav	sí	7.220	0.6444	-61.08	-29.81	-18.21	0.0329	0.1942	254.03	49.55	973.82	2316.40	14	0.080	116	descriptor orientatiu; no és anotació fonètica
a veure	pa-026	64.09-68.39	clips/pa-026__a-veure__64.09.wav	sí	4.300	0.2150	-59.35	-49.54	-25.75	0.0584	0.2402	267.70	64.16	1977.87	2659.03	3	0.480	23	descriptor orientatiu; no és anotació fonètica
a veure	pa-029	17.49-21.59	clips/pa-029__a-veure__17.49.wav	no	4.100	0.5784	-45.13	-32.58	-22.61	0.0412	0.2171	299.85	38.54	1041.87	2492.93	14	0.060	57	descriptor orientatiu; no és anotació fonètica
a veure	pa-030	673.41-676.91	clips/pa-030__a-veure__673.41.wav	sí	3.500	0.4425	-57.53	-37.49	-21.83	0.0391	0.1743	157.28	117.00	1151.00	2259.78	10	0.060	40	descriptor orientatiu; no és anotació fonètica
a veure	pa-031	4.25-9.07	clips/pa-031__a-veure__4.25.wav	sí	4.820	0.5208	-85.17	-34.09	-21.91	0.0016	0.1692	143.96	49.58	1202.91	2868.82	15	0.060	62	descriptor orientatiu; no és anotació fonètica
a veure	pa-032	212.45-218.19	clips/pa-032__a-veure__212.45.wav	no	5.740	0.6224	-63.15	-29.37	-21.03	0.0344	0.1894	205.66	106.51	786.89	2314.57	13	0.060	90	descriptor orientatiu; no és anotació fonètica
a veure	pa-034	94.05-100.39	clips/pa-034__a-veure__94.05.wav	sí	6.340	0.6677	-48.48	-31.16	-24.00	0.0352	0.1831	182.92	146.92	896.18	2069.78	20	0.080	107	descriptor orientatiu; no és anotació fonètica
a veure	pa-035	211.09-218.51	clips/pa-035__a-veure__211.09.wav	no	7.420	0.3568	-67.08	-44.03	-21.15	0.0235	0.3682	148.69	58.65	1729.20	3388.99	8	0.460	66	descriptor orientatiu; no és anotació fonètica
a veure	pa-036	153.05-160.15	clips/pa-036__a-veure__153.05.wav	sí	7.100	0.6723	-50.56	-28.70	-21.77	0.0360	0.2197	266.78	155.02	1150.25	2507.63	17	0.080	119	descriptor orientatiu; no és anotació fonètica
a veure	pa-038	1070.33-1076.43	clips/pa-038__a-veure__1070.33.wav	no	6.100	0.5724	-58.10	-32.39	-20.80	0.0344	0.1915	210.36	69.19	1157.67	2271.39	14	0.080	86	descriptor orientatiu; no és anotació fonètica
a veure	pa-041	200.25-205.75	clips/pa-041__a-veure__200.25.wav	sí	5.500	0.7080	-44.93	-27.90	-20.35	0.0501	0.1316	286.93	154.30	1108.61	1661.44	10	0.060	97	descriptor orientatiu; no és anotació fonètica
a veure	pa-045	340.93-345.91	clips/pa-045__a-veure__340.93.wav	sí	4.980	0.6048	-46.90	-30.84	-23.63	0.0501	0.1664	303.18	110.24	951.19	2221.36	14	0.080	74	descriptor orientatiu; no és anotació fonètica
a veure	pa-048	393.93-397.03	clips/pa-048__a-veure__393.93.wav	sí	3.100	0.3831	-52.00	-38.89	-25.87	0.0490	0.1341	191.91	90.93	1298.38	1793.74	8	0.080	30	descriptor orientatiu; no és anotació fonètica
a veure	pa-049	244.85-252.03	clips/pa-049__a-veure__244.85.wav	sí	7.180	0.7793	-40.62	-28.10	-21.31	0.0501	0.1574	182.02	111.08	1118.54	2035.54	13	0.060	139	descriptor orientatiu; no és anotació fonètica
a veure	pa-054	77.97-81.87	clips/pa-054__a-veure__77.97.wav	sí	3.900	0.7113	-39.78	-23.53	-17.50	0.0376	0.1346	198.54	131.98	1077.39	1886.48	5	0.060	69	descriptor orientatiu; no és anotació fonètica
a veure	pa-055	63.89-68.59	clips/pa-055__a-veure__63.89.wav	sí	4.700	0.1923	-60.08	-50.42	-26.43	0.0595	0.2473	268.58	60.60	2032.44	2670.99	3	0.490	23	descriptor orientatiu; no és anotació fonètica
a veure	pa-056	673.21-676.71	clips/pa-056__a-veure__673.21.wav	sí	3.500	0.4540	-58.07	-36.25	-21.88	0.0396	0.1806	152.41	125.46	1129.94	2252.86	8	0.060	39	descriptor orientatiu; no és anotació fonètica
a veure	pa-057	16.97-21.31	clips/pa-057__a-veure__16.97.wav	no	4.340	0.6250	-45.20	-31.03	-22.59	0.0446	0.2246	298.76	93.39	1009.42	2524.81	13	0.040	66	descriptor orientatiu; no és anotació fonètica
a veure	pa-058	828.61-833.55	clips/pa-058__a-veure__828.61.wav	no	4.940	0.6585	-57.03	-26.29	-19.89	0.0360	0.2269	281.93	33.81	910.94	2714.03	9	0.110	81	descriptor orientatiu; no és anotació fonètica
a veure	pa-060	268.57-272.67	clips/pa-060__a-veure__268.57.wav	sí	4.100	0.5049	-58.81	-34.87	-22.86	0.0532	0.1897	126.53	19.38	1124.94	2325.45	11	0.120	51	descriptor orientatiu; no és anotació fonètica
a veure	pa-061	579.17-583.39	clips/pa-061__a-veure__579.17.wav	sí	4.220	0.8333	-38.29	-27.06	-20.96	0.0545	0.2310	180.74	96.48	1438.78	2407.53	6	0.060	87	descriptor orientatiu; no és anotació fonètica
a veure	pa-063	402.13-408.03	clips/pa-063__a-veure__402.13.wav	sí	5.900	0.6293	-41.10	-29.68	-20.69	0.0490	0.1712	213.60	49.43	1190.47	2288.21	9	0.150	93	descriptor orientatiu; no és anotació fonètica
a veure	pa-064	587.61-591.67	clips/pa-064__a-veure__587.61.wav	sí	4.060	0.4406	-66.11	-38.08	-23.69	0.0471	0.2435	223.51	105.30	1469.24	2803.15	7	0.110	45	descriptor orientatiu; no és anotació fonètica
a veure	pa-065	578.25-582.71	clips/pa-065__a-veure__578.25.wav	no	4.460	0.4865	-58.83	-35.87	-23.01	0.0297	0.1751	170.26	137.55	873.20	1978.08	6	0.240	53	descriptor orientatiu; no és anotació fonètica
aviam	pa-003	180.17-188.79	clips/pa-003__aviam__180.17.wav	no	8.620	0.6163	-45.45	-28.29	-16.29	0.0438	0.1817	235.94	120.43	1283.92	2340.27	15	0.110	134	descriptor orientatiu; no és anotació fonètica
aviam	pa-014	875.45-883.95	clips/pa-014__aviam__875.45.wav	sí	8.500	0.5425	-65.66	-33.81	-23.62	0.0282	0.1831	121.39	27.71	1204.53	1886.91	16	0.080	115	descriptor orientatiu; no és anotació fonètica
aviam	pa-016	729.65-741.19	clips/pa-016__aviam__729.65.wav	no	11.540	0.5694	-52.40	-33.52	-25.46	0.0360	0.1941	284.28	38.35	1019.10	2243.61	44	0.060	164	descriptor orientatiu; no és anotació fonètica
aviam	pa-020	252.21-256.43	clips/pa-020__aviam__252.21.wav	sí	4.220	0.6000	-53.73	-30.15	-19.16	0.0469	0.3751	203.16	89.78	1106.67	3355.50	9	0.100	63	descriptor orientatiu; no és anotació fonètica
aviam	pa-049	897.25-901.75	clips/pa-049__aviam__897.25.wav	no	4.500	0.7991	-44.64	-25.76	-21.48	0.0501	0.3053	229.92	96.67	1141.61	3065.40	8	0.060	90	descriptor orientatiu; no és anotació fonètica
doncs	pa-004	416.21-423.31	clips/pa-004__doncs__416.21.wav	no	7.100	0.2938	-69.74	-39.55	-31.52	0.0286	0.4347	316.21	55.22	1211.27	3848.59	17	0.190	52	descriptor orientatiu; no és anotació fonètica
doncs	pa-005	71.13-77.11	clips/pa-005__doncs__71.13.wav	sí	5.980	0.0638	-67.76	-47.50	-36.51	0.0516	0.3394	225.40	16.41	1678.86	3213.73	4	0.280	10	descriptor orientatiu; no és anotació fonètica
doncs	pa-006	180.25-187.75	clips/pa-006__doncs__180.25.wav	sí	7.500	0.2701	-66.64	-43.88	-30.82	0.0219	0.1222	111.37	91.19	968.67	2297.31	16	0.120	51	descriptor orientatiu; no és anotació fonètica
doncs	pa-007	59.25-66.75	clips/pa-007__doncs__59.25.wav	sí	7.500	0.6604	-51.82	-30.12	-18.98	0.0391	0.2881	263.45	124.55	1236.76	3087.90	17	0.060	122	descriptor orientatiu; no és anotació fonètica
doncs	pa-008	55.25-59.75	clips/pa-008__doncs__55.25.wav	no	4.500	0.5045	-44.40	-34.33	-26.07	0.0490	0.1607	200.37	62.32	1241.33	1930.63	11	0.120	55	descriptor orientatiu; no és anotació fonètica
doncs	pa-009	139.25-145.75	clips/pa-009__doncs__139.25.wav	sí	6.500	0.5031	-62.46	-34.90	-24.20	0.0423	0.2676	224.30	83.83	1421.58	2758.12	16	0.060	80	descriptor orientatiu; no és anotació fonètica
doncs	pa-010	24.65-31.67	clips/pa-010__doncs__24.65.wav	sí	7.020	0.6314	-59.73	-30.23	-20.33	0.0313	0.4085	160.70	179.53	949.76	3711.85	15	0.100	111	descriptor orientatiu; no és anotació fonètica
doncs	pa-011	61.49-69.07	clips/pa-011__doncs__61.49.wav	sí	7.580	0.5000	-51.07	-34.96	-20.17	0.0606	0.3729	213.81	130.14	1341.62	3515.62	28	0.100	92	descriptor orientatiu; no és anotació fonètica
doncs	pa-012	411.25-416.75	clips/pa-012__doncs__411.25.wav	no	5.500	0.6350	-65.94	-25.46	-10.18	0.0734	0.4773	284.64	62.79	1984.14	3950.81	6	0.440	89	descriptor orientatiu; no és anotació fonètica
doncs	pa-013	56.85-61.87	clips/pa-013__doncs__56.85.wav	sí	5.020	0.7120	-85.98	-24.07	-15.66	0.0360	0.3150	332.53	51.92	1084.48	3831.78	10	0.080	90	descriptor orientatiu; no és anotació fonètica
doncs	pa-014	180.05-188.55	clips/pa-014__doncs__180.05.wav	no	8.500	0.7241	-52.93	-25.96	-19.82	0.0156	0.1765	140.62	29.07	1136.85	2113.72	15	0.080	151	descriptor orientatiu; no és anotació fonètica
doncs	pa-015	83.25-87.75	clips/pa-015__doncs__83.25.wav	sí	4.500	0.9554	-33.34	-20.95	-11.67	0.0266	0.1609	224.68	96.84	1195.40	2781.16	5	0.050	107	descriptor orientatiu; no és anotació fonètica
doncs	pa-016	62.33-69.43	clips/pa-016__doncs__62.33.wav	sí	7.100	0.5085	-56.51	-34.52	-21.88	0.0423	0.2432	296.27	55.28	1337.57	2806.72	18	0.080	90	descriptor orientatiu; no és anotació fonètica
doncs	pa-017	459.25-464.75	clips/pa-017__doncs__459.25.wav	sí	5.500	0.5255	-56.08	-33.68	-21.60	0.0302	0.2404	203.86	58.91	1071.02	2577.69	20	0.100	73	descriptor orientatiu; no és anotació fonètica
doncs	pa-018	33.53-39.87	clips/pa-018__doncs__33.53.wav	no	6.340	0.5823	-57.12	-31.03	-20.89	0.0344	0.2222	258.76	85.41	880.54	2662.87	13	0.120	92	descriptor orientatiu; no és anotació fonètica
doncs	pa-019	46.25-49.75	clips/pa-019__doncs__46.25.wav	no	3.500	0.5230	-50.43	-34.79	-23.48	0.0333	0.2056	211.95	186.64	968.98	2461.42	11	0.080	46	descriptor orientatiu; no és anotació fonètica
doncs	pa-020	247.37-252.03	clips/pa-020__doncs__247.37.wav	sí	4.660	0.7371	-54.90	-22.58	-14.95	0.0423	0.1798	239.94	119.42	1036.67	2152.49	6	0.060	86	descriptor orientatiu; no és anotació fonètica
doncs	pa-021	12.25-16.87	clips/pa-021__doncs__12.25.wav	sí	4.620	0.5870	-58.95	-31.19	-23.50	0.0423	0.1596	235.82	119.20	1086.43	2228.05	9	0.050	67	descriptor orientatiu; no és anotació fonètica
doncs	pa-022	122.85-126.95	clips/pa-022__doncs__122.85.wav	no	4.100	0.6029	-53.60	-31.81	-22.54	0.0365	0.2056	155.35	143.93	1041.36	2236.48	12	0.080	60	descriptor orientatiu; no és anotació fonètica
doncs	pa-024	83.01-114.51	clips/pa-024__doncs__83.01.wav	no	31.500	0.5788	-51.39	-33.17	-23.74	0.0423	0.1905	295.53	79.03	942.02	2213.53	83	0.080	455	descriptor orientatiu; no és anotació fonètica
doncs	pa-025	59.89-66.03	clips/pa-025__doncs__59.89.wav	no	6.140	0.5392	-61.38	-30.54	-22.20	0.0352	0.3005	241.91	33.82	1043.76	3024.60	9	0.110	82	descriptor orientatiu; no és anotació fonètica
doncs	pa-026	6.33-9.67	clips/pa-026__doncs__6.33.wav	no	3.340	0.3916	-55.27	-39.35	-23.77	0.0360	0.2629	275.46	106.45	1402.44	2595.36	8	0.100	32	descriptor orientatiu; no és anotació fonètica
doncs	pa-027	18.01-24.51	clips/pa-027__doncs__18.01.wav	no	6.500	0.5216	-62.08	-33.87	-22.80	0.0376	0.1972	242.66	119.29	1188.00	2260.79	15	0.100	85	descriptor orientatiu; no és anotació fonètica
doncs	pa-028	329.33-334.79	clips/pa-028__doncs__329.33.wav	sí	5.460	0.5662	-54.67	-30.91	-19.34	0.0219	0.2560	142.45	21.92	1060.03	2747.74	14	0.080	78	descriptor orientatiu; no és anotació fonètica
doncs	pa-029	127.61-131.67	clips/pa-029__doncs__127.61.wav	no	4.060	0.4307	-46.22	-36.41	-29.77	0.0423	0.2097	266.45	112.31	991.09	2336.99	15	0.110	44	descriptor orientatiu; no és anotació fonètica
doncs	pa-030	43.53-48.63	clips/pa-030__doncs__43.53.wav	sí	5.100	0.5512	-57.27	-33.50	-25.34	0.0329	0.1549	126.79	84.37	1098.39	2097.15	9	0.060	70	descriptor orientatiu; no és anotació fonètica
doncs	pa-031	414.05-419.11	clips/pa-031__doncs__414.05.wav	sí	5.060	0.4365	-60.59	-37.52	-25.29	0.0297	0.2394	150.02	146.68	1027.09	2740.91	12	0.120	55	descriptor orientatiu; no és anotació fonètica
doncs	pa-032	21.61-27.23	clips/pa-032__doncs__21.61.wav	sí	5.620	0.5429	-61.16	-32.03	-18.12	0.0313	0.1707	232.61	35.00	823.54	2229.96	13	0.020	77	descriptor orientatiu; no és anotació fonètica
doncs	pa-033	6.61-10.79	clips/pa-033__doncs__6.61.wav	no	4.180	0.6587	-48.79	-30.11	-21.80	0.0402	0.2994	273.19	200.42	964.00	2914.43	15	0.060	66	descriptor orientatiu; no és anotació fonètica
doncs	pa-034	110.53-116.23	clips/pa-034__doncs__110.53.wav	no	5.700	0.5986	-51.28	-30.26	-21.20	0.0438	0.2383	208.69	147.61	1052.09	2578.92	18	0.100	86	descriptor orientatiu; no és anotació fonètica
doncs	pa-035	195.49-202.11	clips/pa-035__doncs__195.49.wav	sí	6.620	0.4121	-68.52	-39.77	-22.66	0.0219	0.1631	141.01	39.25	1357.94	2259.92	11	0.150	67	descriptor orientatiu; no és anotació fonètica
doncs	pa-036	367.25-376.75	clips/pa-036__doncs__367.25.wav	sí	9.500	0.5865	-53.51	-32.61	-23.43	0.0360	0.1728	244.62	146.37	1021.37	2109.52	31	0.080	139	descriptor orientatiu; no és anotació fonètica
doncs	pa-037	20.49-28.07	clips/pa-037__doncs__20.49.wav	sí	7.580	0.5423	-62.75	-32.78	-21.64	0.0297	0.1914	233.08	142.70	927.35	2435.19	19	0.090	102	descriptor orientatiu; no és anotació fonètica
doncs	pa-038	2008.17-2013.95	clips/pa-038__doncs__2008.17.wav	sí	5.780	0.3542	-65.23	-52.45	-21.18	0.0391	0.2200	217.53	61.58	1987.25	2389.69	8	0.380	51	descriptor orientatiu; no és anotació fonètica
doncs	pa-039	12.77-19.51	clips/pa-039__doncs__12.77.wav	no	6.740	0.4970	-63.08	-35.19	-20.48	0.0579	0.3349	146.48	29.69	1454.55	3300.82	13	0.140	84	descriptor orientatiu; no és anotació fonètica
doncs	pa-040	210.05-214.99	clips/pa-040__doncs__210.05.wav	no	4.940	0.6626	-43.61	-30.77	-22.06	0.0430	0.2770	208.92	117.25	965.51	3078.52	14	0.060	84	descriptor orientatiu; no és anotació fonètica
doncs	pa-041	209.25-217.75	clips/pa-041__doncs__209.25.wav	no	8.500	0.6604	-46.73	-28.93	-19.44	0.0552	0.1931	199.06	140.91	1227.93	2412.78	17	0.050	141	descriptor orientatiu; no és anotació fonètica
doncs	pa-043	15.25-19.75	clips/pa-043__doncs__15.25.wav	no	4.500	0.6205	-49.80	-30.71	-19.21	0.0563	0.3293	240.88	155.26	1420.55	3849.25	14	0.060	68	descriptor orientatiu; no és anotació fonètica
doncs	pa-045	283.01-287.39	clips/pa-045__doncs__283.01.wav	sí	4.380	0.4908	-47.84	-35.30	-25.43	0.0438	0.1793	322.79	90.65	909.99	2167.92	17	0.080	54	descriptor orientatiu; no és anotació fonètica
doncs	pa-046	135.61-140.07	clips/pa-046__doncs__135.61.wav	sí	4.460	0.6757	-43.81	-31.89	-25.72	0.0393	0.1141	216.65	72.62	889.17	1641.84	10	0.040	78	descriptor orientatiu; no és anotació fonètica
doncs	pa-048	302.89-306.79	clips/pa-048__doncs__302.89.wav	sí	3.900	0.5206	-49.77	-34.25	-25.09	0.0376	0.1493	250.55	73.44	1103.99	1986.33	10	0.060	51	descriptor orientatiu; no és anotació fonètica
doncs	pa-049	1092.25-1095.75	clips/pa-049__doncs__1092.25.wav	no	3.500	0.6264	-42.63	-29.40	-21.56	0.0360	0.2750	230.40	135.12	1630.05	3092.54	10	0.040	54	descriptor orientatiu; no és anotació fonètica
doncs	pa-055	6.29-9.67	clips/pa-055__doncs__6.29.wav	no	3.380	0.4107	-54.80	-38.86	-23.44	0.0360	0.2556	276.55	99.40	1483.69	2574.18	8	0.100	35	descriptor orientatiu; no és anotació fonètica
doncs	pa-056	43.45-48.59	clips/pa-056__doncs__43.45.wav	sí	5.140	0.5430	-57.77	-33.60	-25.38	0.0321	0.1518	130.26	111.15	1115.88	2126.24	9	0.070	67	descriptor orientatiu; no és anotació fonètica
doncs	pa-057	127.21-131.71	clips/pa-057__doncs__127.21.wav	no	4.500	0.4018	-45.88	-36.69	-29.68	0.0427	0.2056	273.74	109.25	1002.40	2312.88	17	0.120	45	descriptor orientatiu; no és anotació fonètica
doncs	pa-058	200.41-205.27	clips/pa-058__doncs__200.41.wav	no	4.860	0.5661	-59.52	-30.58	-20.44	0.0360	0.1581	259.40	38.69	956.69	2422.34	11	0.110	69	descriptor orientatiu; no és anotació fonètica
doncs	pa-059	245.81-250.79	clips/pa-059__doncs__245.81.wav	no	4.980	0.2419	-66.79	-46.10	-27.67	0.0402	0.5858	199.58	113.23	1889.19	4394.53	8	0.260	30	descriptor orientatiu; no és anotació fonètica
doncs	pa-060	177.97-182.63	clips/pa-060__doncs__177.97.wav	sí	4.660	0.6293	-54.38	-32.19	-26.46	0.0362	0.2050	123.20	25.70	1074.04	2390.28	15	0.060	72	descriptor orientatiu; no és anotació fonètica
doncs	pa-061	242.09-249.23	clips/pa-061__doncs__242.09.wav	no	7.140	0.9438	-33.25	-27.64	-23.20	0.0704	0.1886	284.55	123.41	1575.64	2094.09	4	0.080	168	descriptor orientatiu; no és anotació fonètica
doncs	pa-062	302.09-307.51	clips/pa-062__doncs__302.09.wav	no	5.420	0.4593	-54.52	-37.06	-23.38	0.0391	0.4293	215.20	116.45	1194.89	4000.92	13	0.220	62	descriptor orientatiu; no és anotació fonètica
doncs	pa-063	609.05-614.11	clips/pa-063__doncs__609.05.wav	sí	5.060	0.7698	-38.16	-28.49	-23.22	0.0454	0.1706	240.69	61.67	1212.19	1986.74	16	0.060	98	descriptor orientatiu; no és anotació fonètica
doncs	pa-064	456.73-460.43	clips/pa-064__doncs__456.73.wav	no	3.700	0.4293	-66.90	-42.49	-23.21	0.0438	0.2818	258.59	111.10	1667.18	3011.69	6	0.080	40	descriptor orientatiu; no és anotació fonètica
doncs	pa-065	157.49-162.27	clips/pa-065__doncs__157.49.wav	sí	4.780	0.4202	-61.65	-39.41	-23.84	0.0329	0.2163	264.81	122.35	1175.73	2461.63	10	0.080	48	descriptor orientatiu; no és anotació fonètica
perquè	pa-001	59.57-63.31	clips/pa-001__perqu__59.57.wav	sí	3.740	0.8495	-37.75	-25.45	-19.23	0.0266	0.1244	205.46	94.94	699.39	1943.57	9	0.070	80	descriptor orientatiu; no és anotació fonètica
perquè	pa-002	18.25-23.75	clips/pa-002__perqu__18.25.wav	sí	5.500	0.5803	-53.65	-31.92	-24.46	0.0396	0.1934	330.33	55.03	872.41	2265.74	18	0.080	81	descriptor orientatiu; no és anotació fonètica
perquè	pa-003	201.57-207.03	clips/pa-003__perqu__201.57.wav	sí	5.460	0.6838	-43.93	-26.97	-18.71	0.0454	0.2362	296.88	126.97	1186.80	2574.34	14	0.040	92	descriptor orientatiu; no és anotació fonètica
perquè	pa-004	464.09-471.39	clips/pa-004__perqu__464.09.wav	sí	7.300	0.1593	-64.16	-39.75	-33.57	0.0250	0.2808	309.55	181.60	1075.94	3045.53	10	0.160	29	descriptor orientatiu; no és anotació fonètica
perquè	pa-006	110.25-117.75	clips/pa-006__perqu__110.25.wav	sí	7.500	0.5561	-48.29	-34.15	-28.37	0.0203	0.0700	148.06	89.70	680.57	1700.65	23	0.080	103	descriptor orientatiu; no és anotació fonètica
perquè	pa-007	101.25-107.75	clips/pa-007__perqu__101.25.wav	sí	6.500	0.4877	-52.19	-35.17	-23.31	0.0443	0.2186	269.39	131.55	1329.11	2643.84	22	0.080	77	descriptor orientatiu; no és anotació fonètica
perquè	pa-008	55.25-59.75	clips/pa-008__perqu__55.25.wav	sí	4.500	0.5045	-44.40	-34.33	-26.07	0.0490	0.1607	200.37	62.32	1241.33	1930.63	11	0.120	55	descriptor orientatiu; no és anotació fonètica
perquè	pa-009	349.25-356.75	clips/pa-009__perqu__349.25.wav	sí	7.500	0.5348	-56.76	-33.76	-24.20	0.0297	0.3047	183.85	44.64	1320.88	3131.96	21	0.080	100	descriptor orientatiu; no és anotació fonètica
perquè	pa-010	196.65-201.55	clips/pa-010__perqu__196.65.wav	sí	4.900	0.7172	-57.24	-28.99	-21.01	0.0380	0.5045	186.40	174.92	976.69	4406.46	13	0.060	89	descriptor orientatiu; no és anotació fonètica
perquè	pa-011	27.61-31.55	clips/pa-011__perqu__27.61.wav	sí	3.940	0.3673	-56.27	-40.47	-19.04	0.0767	0.2222	211.36	29.70	1383.57	2195.13	7	0.380	37	descriptor orientatiu; no és anotació fonètica
perquè	pa-012	369.25-374.75	clips/pa-012__perqu__369.25.wav	sí	5.500	0.6058	-73.38	-26.56	-8.64	0.0563	0.3031	270.21	38.99	1824.08	3349.93	7	0.180	85	descriptor orientatiu; no és anotació fonètica
perquè	pa-013	433.89-442.03	clips/pa-013__perqu__433.89.wav	sí	8.140	0.7094	-63.17	-25.95	-12.08	0.0446	0.5219	230.90	124.51	1313.89	4849.57	18	0.040	145	descriptor orientatiu; no és anotació fonètica
perquè	pa-014	105.85-115.75	clips/pa-014__perqu__105.85.wav	sí	9.900	0.7024	-60.20	-26.21	-18.63	0.0266	0.1956	156.34	62.89	973.52	2339.11	15	0.090	172	descriptor orientatiu; no és anotació fonètica
perquè	pa-015	86.25-92.75	clips/pa-015__perqu__86.25.wav	sí	6.500	0.7438	-40.07	-25.28	-12.03	0.0313	0.1383	250.34	126.57	1221.75	2180.66	6	0.140	121	descriptor orientatiu; no és anotació fonètica
perquè	pa-016	79.77-85.39	clips/pa-016__perqu__79.77.wav	sí	5.620	0.6214	-53.81	-31.31	-24.04	0.0360	0.4003	286.10	70.78	1110.19	3415.93	17	0.070	86	descriptor orientatiu; no és anotació fonètica
perquè	pa-017	4.25-12.15	clips/pa-017__perqu__4.25.wav	sí	7.900	0.4822	-70.40	-35.61	-25.02	0.0203	0.2103	187.06	130.52	1116.11	2773.26	21	0.100	97	descriptor orientatiu; no és anotació fonètica
perquè	pa-018	91.09-96.47	clips/pa-018__perqu__91.09.wav	sí	5.380	0.6045	-60.65	-30.37	-20.48	0.0329	0.2055	264.23	49.87	871.37	2482.59	13	0.070	83	descriptor orientatiu; no és anotació fonètica
perquè	pa-019	101.25-105.75	clips/pa-019__perqu__101.25.wav	sí	4.500	0.4554	-48.56	-37.02	-24.46	0.0297	0.3080	156.05	81.18	1174.06	2922.23	11	0.080	52	descriptor orientatiu; no és anotació fonètica
perquè	pa-020	9.41-12.91	clips/pa-020__perqu__9.41.wav	sí	3.500	0.6437	-51.91	-30.77	-22.79	0.0380	0.2811	194.77	48.67	962.86	3053.85	12	0.060	55	descriptor orientatiu; no és anotació fonètica
perquè	pa-021	15.45-19.67	clips/pa-021__perqu__15.45.wav	sí	4.220	0.5667	-59.64	-31.95	-19.84	0.0344	0.1909	251.72	148.80	1146.97	2380.49	10	0.060	59	descriptor orientatiu; no és anotació fonètica
perquè	pa-022	111.69-115.67	clips/pa-022__perqu__111.69.wav	sí	3.980	0.6263	-54.90	-31.12	-22.53	0.0407	0.2487	140.24	204.65	1115.86	2534.73	10	0.060	62	descriptor orientatiu; no és anotació fonètica
perquè	pa-023	29.09-34.79	clips/pa-023__perqu__29.09.wav	sí	5.700	0.6620	-50.16	-28.62	-22.09	0.0376	0.3044	141.28	132.22	971.08	2917.08	17	0.070	94	descriptor orientatiu; no és anotació fonètica
perquè	pa-024	225.53-230.35	clips/pa-024__perqu__225.53.wav	sí	4.820	0.3917	-46.27	-36.81	-31.37	0.0374	0.1408	330.15	87.51	830.62	1573.89	18	0.060	45	descriptor orientatiu; no és anotació fonètica
perquè	pa-025	37.17-40.43	clips/pa-025__perqu__37.17.wav	sí	3.260	0.7284	-55.44	-27.41	-22.06	0.0297	0.1987	238.48	110.83	788.55	2374.52	9	0.060	61	descriptor orientatiu; no és anotació fonètica
perquè	pa-026	150.53-156.67	clips/pa-026__perqu__150.53.wav	sí	6.140	0.4575	-58.30	-37.47	-26.26	0.0344	0.2144	233.56	167.40	1224.15	2443.88	13	0.070	69	descriptor orientatiu; no és anotació fonètica
perquè	pa-027	8.81-14.39	clips/pa-027__perqu__8.81.wav	sí	5.580	0.6295	-50.97	-31.10	-23.85	0.0355	0.1518	215.11	122.12	872.57	1886.53	15	0.060	88	descriptor orientatiu; no és anotació fonètica
perquè	pa-028	142.89-147.99	clips/pa-028__perqu__142.89.wav	no	5.100	0.4291	-61.18	-40.30	-23.60	0.0250	0.3099	126.43	14.45	1767.01	3229.64	9	0.120	55	descriptor orientatiu; no és anotació fonètica
perquè	pa-029	249.69-254.43	clips/pa-029__perqu__249.69.wav	no	4.740	0.2585	-50.81	-40.77	-31.72	0.0509	0.3255	120.82	178.70	1669.99	2951.37	15	0.140	31	descriptor orientatiu; no és anotació fonètica
perquè	pa-030	31.89-36.39	clips/pa-030__perqu__31.89.wav	no	4.500	0.4821	-58.73	-37.48	-22.47	0.0344	0.1870	131.80	134.97	1250.95	2264.83	6	0.240	54	descriptor orientatiu; no és anotació fonètica
