id_a	id_b	formes_compartides	formes	nota
pa-001	pa-055	38	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;copríncep;evidentment;llavors;negacio_lexical_candidat=mai;no?;o sigui;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tocar;perifrasi_past_candidata=va veure;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van pujar;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-056	34	a veure;aleshores;bueno;bé;clar;contacte_castella_candidat=bueno;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig demanar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-057	31	a nivell;a veure;andorrana;bueno;bé;clar;comuns;contacte_castella_candidat=bueno;de fet;llavors;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va sortir;perifrasi_past_candidata=va tocar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-058	38	a nivell;a veure;bueno;bé;clar;comuns;contacte_castella_candidat=bueno;copríncep;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;negacio_no_pas_candidat=no ... pas;no?;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va trobar;perifrasi_past_candidata=va veure;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-059	29	a nivell;bueno;bé;clar;contacte_castella_candidat=bueno;copríncep;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;o sigui;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va sortir;perifrasi_past_candidata=va tancar;perifrasi_past_candidata=vaig considerar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=nostres;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-060	22	a nivell;a veure;aleshores;bueno;bé;contacte_castella_candidat=bueno;de fet;llavors;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-061	28	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;possessius_candidat=vostra;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-062	28	bueno;bé;clar;contacte_castella_candidat=bueno;evidentment;negacio_lexical_candidat=mai;no?;o sigui;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va veure;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;possessius_candidat=vostra;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-063	30	a nivell;a veure;aleshores;bueno;bé;clar;contacte_castella_candidat=bueno;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va sortir;perifrasi_past_candidata=va tocar;perifrasi_past_candidata=vaig dir;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-064	26	a veure;bé;clar;evidentment;llavors;negacio_lexical_candidat=mai;no?;o sigui;per tant;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va sortir;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;veguer;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-065	30	a nivell;a veure;aleshores;bueno;bé;clar;contacte_castella_candidat=bueno;de fet;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;o sigui;per tant;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-066	23	a nivell;bueno;bé;contacte_castella_candidat=bueno;de fet;evidentment;llavors;no?;per tant;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van quedar;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-003	20	a nivell;bueno;bé;clar;contacte_castella_candidat=bueno;de fet;evidentment;perifrasi_past_candidata=va demanar;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=teu;pronom_en_candidat=en;pronom_hi_candidat=hi;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-004	26	Escaldes;Ordino;Sant Julià;bé;comú;de fet;evidentment;negacio_lexical_candidat=tampoc;no?;parròquia;per tant;perifrasi_past_candidata=va poder;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seves;pronom_en_candidat=en;pronom_en_candidat=n'he;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-005	21	Canillo;Escaldes;Ordino;Sant Julià;bé;clar;comú;llavors;parròquia;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van posar;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=seus;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-006	16	Escaldes;Ordino;Sant Julià;bé;clar;de fet;evidentment;llavors;perquè;possessius_candidat=nostra;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-007	29	Canillo;Escaldes;Massana;Ordino;Sant Julià;a veure;bueno;bé;clar;comú;contacte_castella_candidat=bueno;copríncep;evidentment;llavors;negacio_lexical_candidat=mai;no?;perifrasi_past_candidata=va enviar;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van passar;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=nostres;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-008	36	Escaldes;Ordino;Sant Julià;a veure;bueno;bé;clar;comú;contacte_castella_candidat=bueno;de fet;no?;parròquia;per tant;perifrasi_past_candidata=va decidir;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va poder;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va transmetre;perifrasi_past_candidata=van començar;perifrasi_past_candidata=van considerar;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van trobar;perquè;possessius_candidat=meu;possessius_candidat=nostra;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seves;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-009	24	Canillo;Ordino;Sant Julià;bé;clar;comú;evidentment;llavors;negacio_lexical_candidat=mai;parròquia;per tant;perifrasi_past_candidata=va fer;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-010	23	Escaldes;Ordino;bé;clar;de fet;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;per tant;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va parlar;perifrasi_past_candidata=va posar;perifrasi_past_candidata=va ser;perquè;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-011	23	Ordino;a veure;bé;de fet;evidentment;no?;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va poder;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=van trobar;perquè;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seves;pronom_en_candidat=en;pronom_en_candidat=n'ha;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-012	12	bé;per tant;perifrasi_past_candidata=va demanar;perifrasi_past_candidata=va dir;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-013	17	Escaldes;bé;evidentment;per tant;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van arribar;perquè;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-014	32	Escaldes;Ordino;Sant Julià;a veure;bé;clar;comú;evidentment;llavors;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va durar;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam dir;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van ser;perquè;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seves;pronom_en_candidat=en;pronom_en_candidat=n'ha;pronom_en_candidat=n'he;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-015	10	bé;llavors;parròquia;perifrasi_past_candidata=va donar;perquè;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seves;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-016	42	Canillo;Ordino;a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;de fet;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;parròquia;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig poder;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam presentar;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van arribar;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van passar;perifrasi_past_candidata=van tindre;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-002	pa-017	41	Escaldes;Sant Julià;a nivell;bueno;bé;clar;comú;contacte_castella_candidat=bueno;copríncep;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va decidir;perifrasi_past_candidata=va deixar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va sortir;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam començar;perifrasi_past_candidata=vam dir;perifrasi_past_candidata=vam donar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=van arribar;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
