id_a	id_b	n_dimensions	distancia_z	dimensions	estat
lead-rtva-001::perquè	lead-rtva-002-ian-moya::evidentment	6	0.8275	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-002-ian-moya::no?	6	0.9013	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-002-ian-moya::per tant	7	1.1814	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-002-ian-moya::perquè	7	0.9572	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-002-ian-moya::és a dir	7	1.1070	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-002-ian-moya::vull dir	7	0.6667	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-003-dj-neura::aleshores	7	1.2643	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-003-dj-neura::bé	6	1.3182	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-003-dj-neura::bueno	7	1.0999	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-003-dj-neura::clar	7	1.2643	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-003-dj-neura::doncs	6	1.3182	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-003-dj-neura::no?	6	1.3182	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-003-dj-neura::perquè	6	1.2722	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-004-joan-mico::per tant	7	1.1677	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-cg-001-xavier-espot::andorrana	6	1.1552	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-cg-001-xavier-espot::comú	7	0.5946	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-cg-001-xavier-espot::perquè	6	0.6987	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::a nivell	6	0.6021	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::a veure	6	0.7498	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::bé	6	0.8271	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::clar	6	0.5256	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::de fet	6	0.6680	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::doncs	6	0.8271	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::Escaldes	6	0.5876	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::evidentment	6	0.5610	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::llavors	6	1.2350	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::no?	6	0.4191	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::per tant	6	0.4711	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::perquè	6	0.4556	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::és a dir	6	0.9211	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-002-ian-moya::vull dir	6	0.6140	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-003-dj-neura::aleshores	6	0.8881	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-003-dj-neura::bé	6	0.5980	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-003-dj-neura::bueno	6	0.6316	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-003-dj-neura::clar	6	0.8881	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-003-dj-neura::doncs	6	0.5980	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-003-dj-neura::no?	6	0.5980	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-003-dj-neura::o sigui	6	0.8046	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-003-dj-neura::perquè	6	0.6241	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-004-joan-mico::bueno	6	1.1027	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-004-joan-mico::clar	6	1.3391	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-004-joan-mico::de fet	6	1.2768	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-004-joan-mico::doncs	6	1.2307	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-004-joan-mico::per tant	6	0.7978	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-rtva-004-joan-mico::perquè	6	1.2696	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-cg-001-xavier-espot::andorrana	6	1.0023	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-cg-001-xavier-espot::comú	6	1.2143	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::vull dir	lead-cg-001-xavier-espot::perquè	6	0.8935	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-002-ian-moya::a veure	7	1.0030	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-002-ian-moya::clar	6	0.7256	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-002-ian-moya::de fet	7	0.4380	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-002-ian-moya::evidentment	6	0.9596	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-002-ian-moya::no?	6	0.5172	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-002-ian-moya::per tant	7	0.5533	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-002-ian-moya::perquè	7	0.4027	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-002-ian-moya::és a dir	7	0.8115	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-002-ian-moya::vull dir	7	0.6395	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-003-dj-neura::aleshores	7	0.7766	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-003-dj-neura::bé	6	0.7486	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-003-dj-neura::bueno	7	0.7310	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-003-dj-neura::clar	7	0.7766	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-003-dj-neura::doncs	6	0.7486	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-003-dj-neura::no?	6	0.7486	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-003-dj-neura::o sigui	7	0.8837	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-003-dj-neura::perquè	6	0.7955	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-004-joan-mico::bé	7	1.0776	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-004-joan-mico::bueno	7	0.7659	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-004-joan-mico::clar	7	1.0778	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-004-joan-mico::comuns	7	1.2641	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-004-joan-mico::de fet	6	1.2886	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-004-joan-mico::doncs	7	0.9829	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-004-joan-mico::llavors	7	1.2659	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-004-joan-mico::no?	7	1.1038	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-004-joan-mico::o sigui	7	1.0335	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-004-joan-mico::per tant	7	0.8424	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-004-joan-mico::perquè	6	1.0686	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-rtva-004-joan-mico::vull dir	7	1.1081	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-cg-001-xavier-espot::andorrana	6	0.8788	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-cg-001-xavier-espot::comú	7	1.2450	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a nivell	lead-cg-001-xavier-espot::perquè	6	0.9152	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-002-ian-moya::bé	7	1.2269	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-002-ian-moya::clar	6	0.6041	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-002-ian-moya::de fet	7	1.0476	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-002-ian-moya::doncs	7	1.2269	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-002-ian-moya::Escaldes	7	1.2540	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-002-ian-moya::evidentment	6	1.0984	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-002-ian-moya::llavors	6	0.7363	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-002-ian-moya::no?	6	1.0308	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-002-ian-moya::per tant	7	0.7281	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-002-ian-moya::perquè	7	1.0367	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-002-ian-moya::és a dir	7	1.2277	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-002-ian-moya::vull dir	7	1.3373	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-003-dj-neura::a veure	6	1.2249	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-003-dj-neura::bé	6	0.4666	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-003-dj-neura::bueno	7	1.2025	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-003-dj-neura::de fet	6	1.2249	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-003-dj-neura::doncs	6	0.4666	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-003-dj-neura::no?	6	0.4666	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-003-dj-neura::o sigui	7	1.2297	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-003-dj-neura::perquè	6	0.6161	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-004-joan-mico::bueno	7	1.2078	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-004-joan-mico::llavors	7	1.1505	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-rtva-004-joan-mico::per tant	7	1.2030	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-cg-001-xavier-espot::andorrana	6	1.3214	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-cg-001-xavier-espot::per tant	6	1.2646	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::a veure	lead-cg-001-xavier-espot::perquè	6	1.2498	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-002-ian-moya::clar	6	0.7286	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-002-ian-moya::de fet	7	1.2960	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-002-ian-moya::doncs	7	0.0000	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-002-ian-moya::evidentment	6	0.8642	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-002-ian-moya::llavors	6	0.5376	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-002-ian-moya::no?	6	1.0337	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-002-ian-moya::o sigui	7	0.8213	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-002-ian-moya::perquè	7	1.2633	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-002-ian-moya::vull dir	7	1.2933	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-003-dj-neura::a veure	6	1.2276	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-003-dj-neura::bé	6	0.7290	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-003-dj-neura::bueno	7	1.1419	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-003-dj-neura::de fet	6	1.2276	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-003-dj-neura::doncs	6	0.7290	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-003-dj-neura::no?	6	0.7290	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-003-dj-neura::o sigui	7	1.0197	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-003-dj-neura::perquè	6	0.6718	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-rtva-004-joan-mico::per tant	7	1.0239	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-cg-001-xavier-espot::andorrana	6	1.3244	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-002-ian-moya::bé	lead-cg-001-xavier-espot::perquè	6	1.2170	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
